market,timeframe,ret_col,worst_return,p01,p05,lt_m10_ratio,lt_m20_ratio,lt_m30_ratio,lt_m50_ratio,downside_std
tw,W,close,-99.98964028758682,-14.085159234406124,-7.402036653425584,0.024995285717481837,0.00291166872816648,0.00031002400288929584,2.716705179957747e-05,3.5901824022743822
tw,W,high,-46.1165031420963,-2.7149247993677013,-0.38965801142164247,0.0002556898992901409,7.990309352816904e-06,1.5980618705633806e-06,0.0,2.062723318043767
tw,W,low,-99.99004796163068,-18.72909971927168,-10.215094027797173,0.05259221616024086,0.007733021391656199,0.0009284739467973242,0.00012944301151563385,3.9172512163089985
tw,M,close,-99.98654676295584,-24.422524410625535,-14.761029433889696,0.10990247819313573,0.02086321554309558,0.0036785143194405364,0.00013039509714434736,6.1549861137747595
tw,M,high,-20.36107928157884,-0.78739708108069,4.991925761643756e-06,5.4903198797619946e-05,6.862899849702493e-06,0.0,0.0,1.265047055509502
tw,M,low,-99.99004796163068,-32.35214841084938,-21.190241314379094,0.23416900577169877,0.058746422713453345,0.013945412494595466,0.0007274673840684643,7.043956674874704
tw,Y,close,-99.99439306369406,-54.3511399346709,-37.85848788004135,0.28831842127268165,0.17526549042562087,0.09290074420938206,0.016472949243247763,14.493278068287426
tw,Y,high,-10.1622857751686,1.3450606806131296e-06,1.5729978575626788,8.361903169161301e-05,0.0,0.0,0.0,1.5025914892856023
tw,Y,low,-99.99520231202848,-62.20802247554406,-50.214011969367235,0.6815787273183377,0.474287147754829,0.29509156283970234,0.05134208545865039,16.05717511975163
