rank,threshold_pct,metric,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
1,10,one_tick_ge,UK,KIBO.L,2025,253,2025-01-02,2025-12-31,7.000000186963007e-05,7.000000186963007e-05,0.0022200395955863,0.0099999997764825,253,1.0,253,0,1,1,3,27,253,0,1,1,1,12,247,0,1,1,1,6,181,0,1,1,1,2,181,0,0,0,0,0
2,10,one_tick_ge,UK,LOGP.L,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0010000000474974,0.0010000000474973,0.0010000000474974,253,1.0,253,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0
3,10,one_tick_ge,UK,CHP.L,2025,253,2025-01-02,2025-12-31,0.0020000000949949,0.0040000001899898,0.0039486166682432,0.0070000002160668,253,1.0,253,1,3,4,49,180,253,1,2,3,37,162,253,1,0,1,20,121,214,0,0,0,2,10,12,0,0,0,0,2
4,10,one_tick_ge,UK,HELD.L,2025,253,2025-01-02,2025-12-31,0.0094999996945261,0.0094999996945261,0.0094999996945261,0.0094999996945261,253,1.0,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,one_tick_ge,UK,CHL.L,2025,253,2025-01-02,2025-12-31,0.0225000008940696,0.0225000008940696,0.0225000008940696,0.0225000008940696,253,1.0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,one_tick_ge,UK,SYME.L,2025,252,2025-01-02,2025-12-31,2.999999924213625e-05,0.003000000026077,0.0020611905296795,0.0080000003799796,252,1.0,252,24,27,51,33,125,252,23,23,46,28,125,252,14,4,18,14,113,242,2,1,3,5,42,119,2,0,2,4,23
7,10,one_tick_ge,UK,FHP.L,2025,250,2025-01-02,2025-12-31,0.0044999998062849,0.0044999998062849,0.0044999998062849,0.0044999998062849,250,1.0,250,0,0,0,0,0,250,0,0,0,0,0,250,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
8,10,one_tick_ge,UK,BCE.L,2025,253,2025-01-02,2025-12-31,3.9999998989515007e-05,0.003000000026077,0.0027588932984209,0.0399999991059303,253,1.0,248,1,2,3,6,12,248,1,2,3,5,12,248,1,2,3,4,10,248,1,2,3,3,1,125,1,0,1,1,0
9,10,one_tick_ge,UK,GVMH.L,2025,253,2025-01-02,2025-12-31,0.006000000052154,0.006000000052154,0.0348023723906619,0.975000023841858,253,1.0,245,1,1,2,3,0,245,1,1,2,3,0,169,1,1,2,3,0,0,1,1,2,2,0,0,1,0,1,1,0
10,10,one_tick_ge,UK,GRIT.L,2025,253,2025-01-02,2025-12-31,0.0125000001862645,0.0125000001862645,0.066304348004253,1.25,242,0.9565217391304348,242,1,1,2,2,0,0,1,1,2,2,0,0,1,1,2,2,0,0,1,1,2,2,0,0,1,0,1,1,0
1,10,one_tick_ge,US,MYPSW,2025,250,2025-01-02,2025-12-31,0.0080000003799796,0.0160000007599592,0.0173040000125765,0.032999999821186,250,1.0,250,36,37,73,85,104,250,19,21,40,45,70,250,17,6,23,23,50,209,5,0,5,2,21,12,0,0,0,0,0
2,10,one_tick_ge,US,APLMW,2025,250,2025-01-02,2025-12-31,0.0260000005364418,0.0260000005364418,0.0260000005364418,0.0260000005364418,250,1.0,250,0,0,0,0,0,250,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,one_tick_ge,US,CCGWW,2025,250,2025-01-02,2025-12-31,0.0199999995529651,0.0294999992474913,0.0308640001043676,0.0540000014007091,250,1.0,250,28,44,72,76,91,248,13,16,29,31,62,187,4,6,10,11,39,12,1,0,1,2,16,0,0,0,0,0,0
