rank,threshold_pct,metric,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
3,10,range_ge,TW,6915.TWO,2025,242,2025-01-02,2025-12-31,17.399999618530273,30.0,30.80681810300212,51.20000076293945,119,0.4917355371900826,0,1,0,1,15,60,0,0,0,0,4,9,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
4,10,range_ge,TW,6467.TWO,2025,243,2025-01-02,2025-12-31,44.95000076293945,70.9000015258789,102.42201680312922,199.5,0,0.0,0,0,0,0,23,58,0,0,0,0,5,15,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
5,10,range_ge,TW,6812.TWO,2025,242,2025-01-02,2025-12-31,39.150001525878906,56.5,60.46115684509277,97.5999984741211,0,0.0,0,1,1,2,13,53,0,0,0,0,4,11,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
6,10,range_ge,TW,6434.TWO,2025,242,2025-01-02,2025-12-31,2.109999895095825,3.009999990463257,3.464710734107278,7.25,242,1.0,0,0,0,0,14,52,0,0,0,0,3,10,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
7,10,range_ge,TW,6793.TWO,2025,242,2025-01-02,2025-12-31,4.599999904632568,7.28000020980835,9.266570274494896,21.0,242,1.0,0,0,1,1,14,49,0,0,1,1,5,13,0,0,1,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0
8,10,range_ge,TW,5246.TWO,2025,242,2025-01-02,2025-12-31,14.5,23.024999618530277,24.77610877722748,50.400001525878906,180,0.743801652892562,0,1,0,1,17,48,0,0,0,0,7,12,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9,10,range_ge,TW,7759.TWO,2025,204,2025-03-10,2025-12-31,60.5,74.80000305175781,83.4392157348932,182.0,0,0.0,0,0,0,0,11,46,0,0,0,0,6,15,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0
10,10,range_ge,TW,3595.TWO,2025,242,2025-01-02,2025-12-31,32.04999923706055,139.75,183.6371901330869,447.0,0,0.0,0,0,0,0,12,46,0,0,0,0,5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10,range_ge,UK,UFO.L,2025,253,2025-01-02,2025-12-31,0.0630000010132789,0.0949999988079071,0.1141976292425464,0.2800000011920929,253,1.0,0,2,4,6,39,230,0,0,0,0,7,90,0,0,0,0,4,15,0,0,0,0,0,3,0,0,0,0,0,0
2,10,range_ge,UK,MIRI.L,2025,253,2025-01-02,2025-12-31,0.006000000052154,0.0120000001043081,0.0842173906676323,0.3799999952316284,253,1.0,162,4,2,6,60,229,141,0,2,2,17,132,9,0,2,2,10,51,0,0,1,1,2,20,0,0,0,0,0,6
3,10,range_ge,UK,RRR.L,2025,253,2025-01-02,2025-12-31,0.0219999998807907,0.0350000001490116,0.0342766798208117,0.0599999986588954,253,1.0,14,4,2,6,34,229,0,0,0,0,3,137,0,0,0,0,2,58,0,0,0,0,0,8,0,0,0,0,0,1
4,10,range_ge,UK,IMM.L,2025,253,2025-01-02,2025-12-31,1.100000023841858,3.440000057220459,5.042968380592558,17.600000381469727,0,0.0,0,8,3,11,43,228,0,0,0,0,16,90,0,0,0,0,9,44,0,0,0,0,3,15,0,0,0,0,2,2
5,10,range_ge,UK,MAST.L,2025,253,2025-01-02,2025-12-31,4.090000152587891,11.0,36.02277067433233,187.0,0,0.0,0,5,0,5,60,223,0,0,0,0,20,100,0,0,0,0,9,47,0,0,0,0,1,16,0,0,0,0,0,3
6,10,range_ge,UK,AMGO.L,2025,253,2025-01-02,2025-12-31,0.209999993443489,0.324999988079071,0.358063240119591,0.8999999761581421,253,1.0,0,5,6,11,38,220,0,0,0,0,13,171,0,0,0,0,7,121,0,0,0,0,2,55,0,0,0,0,0,3
7,10,range_ge,UK,ORCP.L,2025,253,2025-01-02,2025-12-31,0.0130000002682209,0.0170000009238719,0.0233399210895297,0.0729999989271164,253,1.0,184,13,4,17,47,218,0,4,1,5,11,119,0,0,0,0,4,52,0,0,0,0,2,17,0,0,0,0,1,5
8,10,range_ge,UK,TRC.L,2025,253,2025-01-02,2025-12-31,0.0002500000118743,0.25,0.2189911074892446,0.4749999940395355,253,1.0,3,0,6,6,25,217,3,0,3,3,8,137,3,0,2,2,5,63,3,0,2,2,3,21,3,0,0,0,0,15
9,10,range_ge,UK,BMV.L,2025,253,2025-01-02,2025-12-31,0.1599999964237213,0.6499999761581421,0.7113241110983574,1.659999966621399,187,0.7391304347826086,0,6,4,10,48,213,0,1,2,3,10,89,0,1,1,2,7,31,0,0,0,0,3,9,0,0,0,0,0,0
10,10,range_ge,UK,EME.L,2025,253,2025-01-02,2025-12-31,0.0189999993890523,0.0700000002980232,0.0759723321369042,0.1679999977350235,253,1.0,36,3,5,8,55,211,0,1,0,1,18,105,0,0,0,0,9,51,0,0,0,0,5,20,0,0,0,0,2,6
1,10,range_ge,US,TMCWW,2025,250,2025-01-02,2025-12-31,0.0949999988079071,0.9115000069141388,0.93293599909544,3.0999999046325684,152,0.608,2,34,5,39,93,218,0,4,0,4,17,98,0,2,0,2,8,36,0,0,0,0,1,5,0,0,0,0,0,0
2,10,range_ge,US,STEX,2025,250,2025-01-02,2025-12-31,0.4779999852180481,4.184999942779541,3.6324759913682936,11.550000190734863,58,0.232,0,4,1,5,54,197,0,0,0,0,15,59,0,0,0,0,3,20,0,0,0,0,0,5,0,0,0,0,0,1
3,10,range_ge,US,VELO,2025,250,2025-01-02,2025-12-31,1.965000033378601,6.322499990463257,7.602451992511749,26.25,0,0.0,0,18,2,20,65,193,0,3,1,4,23,78,0,0,1,1,9,39,0,0,1,1,4,9,0,0,0,0,0,3
4,10,range_ge,US,ABVE,2025,250,2025-01-02,2025-12-31,0.3129999935626983,1.4950000047683716,1.589611999154091,5.28000020980835,92,0.368,0,18,4,22,73,192,0,5,2,7,27,82,0,3,1,4,16,38,0,3,0,3,3,15,0,1,0,1,3,3
5,10,range_ge,US,SLNH,2025,250,2025-01-02,2025-12-31,0.4000000059604645,0.9900000095367432,1.3385199975967408,4.420000076293945,126,0.504,0,5,6,11,67,186,0,2,1,3,15,73,0,1,1,2,6,25,0,0,0,0,2,5,0,0,0,0,0,0
6,10,range_ge,US,USBC,2025,249,2025-01-02,2025-12-31,0.4000000059604645,1.0499999523162842,1.7858232858190577,8.0,122,0.4899598393574297,0,8,12,20,69,185,0,4,4,8,19,85,0,2,2,4,6,41,0,2,1,3,3,14,0,2,0,2,1,4
7,10,range_ge,US,NUAI,2025,250,2025-01-02,2025-12-31,0.3289999961853027,1.3799999952316284,1.983184006810188,6.320000171661377,116,0.464,0,17,7,24,67,183,0,6,1,7,22,74,0,3,0,3,11,33,0,2,0,2,1,8,0,0,0,0,0,1
8,10,range_ge,US,AIIO,2025,250,2025-01-02,2025-12-31,0.3030000030994415,0.7674999833106995,1.0357959988117218,2.720000028610229,136,0.544,0,8,4,12,67,182,0,2,0,2,22,69,0,0,0,0,9,32,0,0,0,0,1,13,0,0,0,0,0,1
9,10,range_ge,US,TNMG,2025,250,2025-01-02,2025-12-31,2.549999952316284,9.0,18.436800017356877,147.83999633789062,0,0.0,0,14,7,21,61,180,0,4,1,5,14,73,0,1,0,1,6,35,0,1,0,1,2,14,0,0,0,0,1,3
10,10,range_ge,US,IPST,2025,250,2025-01-02,2025-12-31,1.559999942779541,10.789999961853027,12.58297999238968,34.79999923706055,0,0.0,0,7,4,11,51,180,0,1,0,1,12,57,0,1,0,1,2,24,0,0,0,0,1,8,0,0,0,0,0,1
1,20,range_ge,AU,ERA.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0024999999441206,0.0024031620714702,0.003000000026077,253,1.0,253,49,82,131,113,218,253,49,18,67,74,218,253,20,16,36,24,105,7,3,2,5,3,6,0,3,0,3,1,6
2,20,range_ge,AU,FBR.AX,2025,253,2025-01-02,2025-12-31,0.003000000026077,0.006000000052154,0.0108458497892814,0.0469999983906745,253,1.0,194,50,31,81,101,192,120,31,4,35,37,145,5,4,1,5,8,29,0,0,0,0,1,1,0,0,0,0,0,0
3,20,range_ge,AU,TMK.AX,2025,253,2025-01-02,2025-12-31,0.0549990013241767,0.1374990046024322,0.1446908442045859,0.2199990004301071,253,1.0,0,54,47,101,86,157,0,44,35,79,63,140,0,19,13,32,20,74,0,11,0,11,8,50,0,1,0,1,1,2
4,20,range_ge,AU,ROG.AX,2025,253,2025-01-02,2025-12-31,0.0020000000949949,0.0049999998882412,0.0047549407500331,0.0109999999403953,253,1.0,252,45,36,81,122,169,185,27,2,29,49,108,39,10,0,10,11,25,0,0,0,0,0,0,0,0,0,0,0,0
5,20,range_ge,AU,VML.AX,2025,253,2025-01-02,2025-12-31,0.050000000745058,0.1500000059604644,0.1542766812320047,0.3849999904632568,253,1.0,0,20,27,47,66,144,0,19,19,38,47,107,0,16,19,35,35,75,0,14,1,15,19,65,0,3,0,3,3,9
6,20,range_ge,AU,OVT.AX,2025,253,2025-01-02,2025-12-31,0.0020000000949949,0.006000000052154,0.0073715415387506,0.0230000000447034,253,1.0,214,42,32,74,92,193,93,16,9,25,32,97,42,9,5,14,14,41,0,1,0,1,1,8,0,0,0,0,1,1
7,20,range_ge,AU,RDN.AX,2025,253,2025-01-02,2025-12-31,0.0040000001899898,0.0049999998882412,0.0054525692115275,0.0149999996647238,253,1.0,248,54,35,89,98,178,154,37,1,38,27,96,0,0,1,1,7,13,0,0,0,0,1,1,0,0,0,0,0,0
8,20,range_ge,AU,PIL.AX,2025,253,2025-01-02,2025-12-31,0.0020000000949949,0.003000000026077,0.0033913043984708,0.006000000052154,253,1.0,253,40,61,101,103,131,248,29,21,50,51,95,132,7,9,16,18,42,0,0,0,0,1,2,0,0,0,0,1,0
9,20,range_ge,AU,JAV.AX,2025,253,2025-01-02,2025-12-31,0.061999998986721,0.0930000022053718,0.0852509890149233,0.123999997973442,253,1.0,0,38,30,68,72,113,0,28,17,45,38,94,0,16,5,21,12,51,0,9,1,10,6,28,0,0,0,0,0,2
10,20,range_ge,AU,VEN.AX,2025,253,2025-01-02,2025-12-31,0.003000000026077,0.0040000001899898,0.004507905181512,0.006000000052154,253,1.0,253,38,48,86,96,124,233,26,5,31,46,89,8,3,1,4,10,26,0,0,0,0,0,2,0,0,0,0,0,0
1,20,range_ge,CA,AAZ.V,2025,251,2025-01-02,2025-12-31,0.0399999991059303,0.1199999973177909,0.1198804792743991,0.2399999946355819,251,1.0,78,43,45,88,96,193,4,40,37,77,83,178,0,16,7,23,27,81,0,3,0,3,7,29,0,1,0,1,0,3
2,20,range_ge,CA,CSTR.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.0160756969297548,0.0299999993294477,251,1.0,251,58,42,100,90,185,251,55,41,96,86,174,251,51,12,63,54,157,228,22,7,29,18,67,51,5,0,5,4,24
3,20,range_ge,CA,BABY.TO,2025,251,2025-01-02,2025-12-31,0.1000000014901161,0.2000000029802322,0.1781175328915812,0.3499999940395355,251,1.0,0,26,33,59,63,146,0,19,22,41,38,117,0,14,8,22,18,90,0,3,0,3,5,39,0,0,0,0,0,3
4,20,range_ge,CA,KS.V,2025,251,2025-01-02,2025-12-31,0.1000000014901161,0.25,0.2462549837402613,0.3499999940395355,251,1.0,0,42,47,89,84,135,0,33,5,38,46,110,0,8,1,9,14,35,0,5,0,5,6,21,0,0,0,0,0,2
5,20,range_ge,CA,MTLO.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0099999997764825,0.0116633463584152,0.0149999996647238,251,1.0,251,34,73,107,82,110,251,33,73,106,78,108,251,32,72,104,76,107,251,32,19,51,41,107,162,2,0,2,3,29
6,20,range_ge,CA,ACU.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.015438246729958,0.0299999993294477,251,1.0,251,46,55,101,90,107,251,44,53,97,86,105,251,38,31,69,59,96,232,21,5,26,25,72,62,5,0,5,4,19
7,20,range_ge,CA,SCD.V,2025,251,2025-01-02,2025-12-31,0.0149999996647238,0.0199999995529651,0.0428486054399573,0.1599999964237213,251,1.0,218,30,26,56,77,155,181,20,22,42,45,97,168,17,0,17,18,73,136,0,0,0,2,10,0,0,0,0,0,2
8,20,range_ge,CA,AVL.TO,2025,251,2025-01-02,2025-12-31,0.0199999995529651,0.0399999991059303,0.0433864536661787,0.1400000005960464,251,1.0,247,20,23,43,52,117,174,9,17,26,35,79,96,8,1,9,16,62,4,2,0,2,4,9,0,0,0,0,0,0
9,20,range_ge,CA,ILC.V,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0149999996647238,0.019884461889496,0.050000000745058,251,1.0,251,45,40,85,74,95,249,37,33,70,52,77,212,36,15,51,33,69,195,10,1,11,9,25,17,0,0,0,1,2
10,20,range_ge,CA,FG.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0199999995529651,0.019745019668958,0.0450000017881393,251,1.0,251,48,27,75,69,93,251,38,17,55,46,75,220,32,9,41,28,55,168,20,5,25,12,28,76,6,0,6,4,14
1,20,range_ge,CN,301357.SZ,2025,243,2025-01-02,2025-12-31,27.38999938964844,80.0,87.32000033845627,185.509994506836,0,0.0,0,0,2,2,29,60,0,0,0,0,4,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,20,range_ge,CN,300344.SZ,2025,243,2025-01-02,2025-12-31,1.0199999809265137,4.96999979019165,5.821522635687526,14.279999732971191,122,0.5020576131687243,0,2,7,9,33,62,0,0,2,2,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,range_ge,CN,300300.SZ,2025,243,2025-01-02,2025-12-31,2.450000047683716,4.800000190734863,6.159547309326046,18.46999931335449,143,0.588477366255144,0,1,1,2,21,48,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,range_ge,CN,300368.SZ,2025,243,2025-01-02,2025-12-31,4.0,11.010000228881836,10.700534975577774,19.989999771118164,67,0.2757201646090535,0,0,0,0,16,38,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,range_ge,CN,300963.SZ,2025,243,2025-01-02,2025-12-31,5.848886013031006,19.170000076293945,16.663011998306086,26.3799991607666,0,0.0,0,0,1,1,15,53,0,0,0,0,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,20,range_ge,CN,301292.SZ,2025,243,2025-01-02,2025-12-31,11.460000038146973,19.600000381469727,25.29502063719824,80.62000274658203,0,0.0,0,0,1,1,20,49,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,range_ge,CN,300472.SZ,2025,243,2025-01-02,2025-12-31,2.759999990463257,6.460000038146973,6.213950621247782,9.670000076293944,83,0.3415637860082304,0,2,2,4,19,36,0,0,1,1,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,20,range_ge,CN,301256.SZ,2025,243,2025-01-02,2025-12-31,6.947264671325684,10.740074157714844,10.933234809357444,18.59000015258789,0,0.0,0,0,0,0,10,37,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,range_ge,CN,300421.SZ,2025,243,2025-01-02,2025-12-31,10.109657287597656,15.84000015258789,17.32785130724495,36.77999877929688,0,0.0,0,0,1,1,13,34,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,range_ge,CN,300204.SZ,2025,243,2025-01-02,2025-12-31,6.269999980926514,30.1200008392334,26.63839511518125,61.0,0,0.0,0,0,0,0,18,59,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,range_ge,FR,ALIBR.PA,2025,255,2025-01-02,2025-12-31,9.999999747378752e-05,0.0003000000142492,0.0003176470626117,0.0006000000284984,255,1.0,255,59,42,101,93,222,255,57,42,99,92,217,255,48,20,68,58,181,255,29,0,29,25,118,255,0,0,0,1,14
2,20,range_ge,FR,ALALO.PA,2025,255,2025-01-02,2025-12-31,0.0627999976277351,0.6000000238418579,9.63523843858172,300.0,182,0.7137254901960784,10,45,22,67,107,233,0,38,10,48,63,182,0,33,4,37,28,137,0,14,4,18,12,75,0,10,0,10,6,29
3,20,range_ge,FR,ALBOO.PA,2025,255,2025-01-02,2025-12-31,2.0,12.0,94.92941176470588,1400.0,0,0.0,0,36,59,95,104,224,0,16,30,46,43,168,0,13,26,39,27,138,0,8,21,29,17,94,0,2,0,2,6,54
4,20,range_ge,FR,ALVER.PA,2025,255,2025-01-02,2025-12-31,0.7599999904632568,3.8000009059906006,4.115922518337475,15.20000457763672,50,0.196078431372549,0,26,36,62,66,187,0,8,9,17,32,136,0,5,4,9,13,91,0,4,2,6,5,48,0,0,0,0,1,16
5,20,range_ge,FR,ALNEV.PA,2025,255,2025-01-02,2025-12-31,0.0020000000949949,2.200000047683716,83.52042727139778,1200.199951171875,108,0.4235294117647059,52,24,12,36,94,227,45,4,2,6,23,123,37,3,1,4,9,60,27,3,0,3,5,13,11,1,0,1,3,5
6,20,range_ge,FR,ALHPI.PA,2025,255,2025-01-02,2025-12-31,0.0057000000961124,0.0240000002086162,0.0780364705267928,0.3919999897480011,255,1.0,184,18,5,23,42,164,162,6,2,8,19,108,145,4,2,6,12,69,121,2,1,3,6,39,87,2,0,2,2,30
7,20,range_ge,FR,ALCAB.PA,2025,255,2025-01-02,2025-12-31,0.0040000001899898,0.0979999974370002,0.2938411771776337,2.0,238,0.9333333333333332,129,17,1,18,70,182,116,3,1,4,20,95,94,0,1,1,9,52,70,0,0,0,3,15,43,0,0,0,1,4
8,20,range_ge,FR,ALADO.PA,2025,255,2025-01-02,2025-12-31,3.0,158.0,1712.152941176471,10000.0,0,0.0,0,11,10,21,57,153,0,3,4,7,15,79,0,2,2,4,7,45,0,1,1,2,1,19,0,0,0,0,1,5
9,20,range_ge,FR,ALCBI.PA,2025,255,2025-01-02,2025-12-31,0.0850000008940696,0.2090000063180923,0.3537356872768963,2.130000114440918,239,0.9372549019607844,12,7,1,8,64,162,0,1,0,1,21,68,0,1,0,1,11,31,0,0,0,0,5,8,0,0,0,0,0,1
10,20,range_ge,FR,GNRO.PA,2025,255,2025-01-02,2025-12-31,0.0248000007122755,0.0505999997258186,0.0648113725451277,0.2240000069141388,255,1.0,215,17,15,32,45,157,125,3,1,4,12,63,43,1,1,2,6,35,0,1,0,1,4,12,0,0,0,0,1,2
1,20,range_ge,HK,1228.HK,2025,246,2025-01-02,2025-12-31,0.1040000021457672,0.4150000065565109,1.0605040652359403,2.930000066757202,146,0.5934959349593496,0,16,2,18,45,149,0,0,0,0,14,65,0,0,0,0,3,25,0,0,0,0,1,7,0,0,0,0,0,0
2,20,range_ge,HK,0379.HK,2025,246,2025-01-02,2025-12-31,0.0289999991655349,0.0750000029802322,0.0784390244360376,0.1700000017881393,246,1.0,0,17,19,36,46,95,0,3,0,3,16,44,0,0,0,0,8,19,0,0,0,0,1,5,0,0,0,0,0,0
3,20,range_ge,HK,0704.HK,2025,246,2025-01-02,2025-12-31,0.0509999990463256,0.0869999974966049,0.1001869913766054,0.3449999988079071,246,1.0,0,15,13,28,41,72,0,3,0,3,14,42,0,1,0,1,9,27,0,1,0,1,7,14,0,0,0,0,2,8
4,20,range_ge,HK,1129.HK,2025,246,2025-01-02,2025-12-31,0.209999993443489,0.3125,0.4026463406115043,1.2200000286102295,233,0.9471544715447154,0,7,10,17,42,89,0,1,0,1,9,40,0,0,0,0,3,20,0,0,0,0,0,6,0,0,0,0,0,1
5,20,range_ge,HK,1741.HK,2025,246,2025-01-02,2025-12-31,0.0350000001490116,0.1294999942183494,0.1398089428742726,0.4000000059604645,246,1.0,0,9,4,13,34,83,0,1,0,1,10,39,0,0,0,0,3,18,0,0,0,0,2,2,0,0,0,0,1,1
6,20,range_ge,HK,8418.HK,2025,246,2025-01-02,2025-12-31,0.3050000071525574,0.4550000131130218,0.4559756092182019,0.6600000262260437,246,1.0,0,4,30,34,26,133,0,0,1,1,3,39,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0
7,20,range_ge,HK,0938.HK,2025,246,2025-01-02,2025-12-31,0.2750000059604645,0.6399999856948853,0.6585162626049383,1.1399999856948853,228,0.926829268292683,0,9,20,29,21,76,0,1,2,3,6,39,0,0,0,0,2,19,0,0,0,0,0,2,0,0,0,0,0,0
8,20,range_ge,HK,8206.HK,2025,246,2025-01-02,2025-12-31,0.0379999987781047,0.0705000013113021,0.074219511988444,0.1940000057220459,246,1.0,0,8,3,11,30,87,0,1,1,2,9,38,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0
9,20,range_ge,HK,8547.HK,2025,246,2025-01-02,2025-12-31,0.050000000745058,0.1459999978542328,0.1877548657206258,0.6700000166893005,246,1.0,0,6,4,10,37,97,0,0,0,0,9,38,0,0,0,0,4,14,0,0,0,0,1,6,0,0,0,0,1,1
10,20,range_ge,HK,0274.HK,2025,246,2025-01-02,2025-12-31,0.2750000059604645,0.4900000095367431,0.4859959399554787,1.090000033378601,245,0.9959349593495936,0,5,4,9,30,75,0,0,2,2,10,38,0,0,0,0,6,26,0,0,0,0,2,11,0,0,0,0,0,1
1,20,range_ge,JP,5721.T,2025,243,2025-01-06,2025-12-30,19.0,122.0,129.35390946502056,422.0,93,0.382716049382716,0,17,5,22,57,110,0,8,0,8,21,35,0,2,0,2,8,18,0,0,0,0,1,1,0,0,0,0,1,0
2,20,range_ge,JP,9610.T,2025,243,2025-01-06,2025-12-30,59.0,125.0,136.69958847736626,303.0,78,0.3209876543209876,0,5,2,7,27,80,0,3,0,3,16,32,0,1,0,1,9,16,0,0,0,0,0,3,0,0,0,0,0,0
3,20,range_ge,JP,2334.T,2025,243,2025-01-06,2025-12-30,46.09999847412109,236.0,270.15514384768136,968.0,88,0.3621399176954732,0,8,4,12,47,110,0,1,0,1,6,27,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
4,20,range_ge,JP,2134.T,2025,243,2025-01-06,2025-12-30,16.0,31.0,38.8641975308642,104.0,240,0.9876543209876544,0,6,3,9,35,94,0,3,1,4,13,26,0,2,1,3,4,9,0,0,0,0,0,1,0,0,0,0,0,0
5,20,range_ge,JP,6993.T,2025,243,2025-01-06,2025-12-30,19.0,34.0,41.21399176954733,188.0,235,0.9670781893004116,0,9,3,12,26,88,0,4,1,5,16,24,0,3,0,3,8,9,0,0,0,0,1,1,0,0,0,0,0,0
6,20,range_ge,JP,8105.T,2025,243,2025-01-06,2025-12-30,37.0,54.0,237.20987654320987,924.0,144,0.5925925925925926,0,13,6,19,46,78,0,6,3,9,12,24,0,4,0,4,6,6,0,1,0,1,1,3,0,0,0,0,0,0
7,20,range_ge,JP,2673.T,2025,243,2025-01-06,2025-12-30,87.0,137.0,157.7366255144033,329.0,40,0.1646090534979424,0,3,0,3,25,51,0,1,0,1,13,24,0,0,0,0,7,15,0,0,0,0,0,5,0,0,0,0,0,0
8,20,range_ge,JP,3803.T,2025,243,2025-01-06,2025-12-30,378.0,512.0,674.8600823045267,2660.0,0,0.0,0,5,2,7,29,50,0,1,1,2,10,21,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
9,20,range_ge,JP,4833.T,2025,243,2025-01-06,2025-12-30,57.0,91.0,102.07818930041152,386.0,164,0.6748971193415638,0,6,0,6,28,65,0,5,0,5,10,20,0,3,0,3,6,15,0,0,0,0,0,1,0,0,0,0,0,0
10,20,range_ge,JP,6029.T,2025,243,2025-01-06,2025-12-30,116.0,163.0,164.50617283950618,335.0,0,0.0,0,1,0,1,16,42,0,1,0,1,6,20,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
1,20,range_ge,KR,012210.KQ,2025,241,2025-01-02,2025-12-30,1820.0,4110.0,5058.4315352697095,15980.0,0,0.0,0,41,11,52,34,82,0,1,0,1,1,38,0,1,0,1,1,14,0,1,0,1,1,0,0,1,0,1,1,0
2,20,range_ge,KR,010770.KS,2025,241,2025-01-02,2025-12-30,2379.56298828125,4446.658203125,5084.301758825532,13613.9853515625,0,0.0,0,5,1,6,35,77,0,1,1,2,13,37,0,1,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0
3,20,range_ge,KR,011080.KQ,2025,242,2025-01-02,2025-12-30,599.0,975.5,1126.793388429752,2860.0,129,0.5330578512396694,0,3,2,5,32,105,0,1,0,1,9,36,0,0,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0
4,20,range_ge,KR,069920.KQ,2025,231,2025-01-02,2025-12-30,635.0,1203.0,1445.632034632035,3145.0,78,0.3376623376623376,0,5,2,7,34,101,0,2,0,2,10,32,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
5,20,range_ge,KR,042940.KQ,2025,239,2025-01-02,2025-12-30,3165.0,10680.0,11685.39748953975,46750.0,0,0.0,0,14,3,17,33,69,0,9,1,10,20,31,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0
6,20,range_ge,KR,210120.KQ,2025,228,2025-01-02,2025-12-30,1048.0,2637.5,2871.792396946957,5850.0,0,0.0,0,3,3,6,30,103,0,2,1,3,8,29,0,0,0,0,1,9,0,0,0,0,0,3,0,0,0,0,0,0
7,20,range_ge,KR,192410.KQ,2025,242,2025-01-02,2025-12-30,1290.0,2707.0,2667.9256198347107,4420.0,0,0.0,0,2,2,4,25,78,0,1,1,2,7,28,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
8,20,range_ge,KR,308100.KQ,2025,240,2025-01-02,2025-12-30,1184.0,1994.6666870117188,2480.0819478352864,7746.66650390625,0,0.0,0,7,4,11,25,74,0,4,2,6,12,27,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0
9,20,range_ge,KR,093240.KS,2025,241,2025-01-02,2025-12-30,1143.3016357421875,2095.0,2144.0843394425897,3635.0,0,0.0,0,1,4,5,28,80,0,0,0,0,6,26,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
10,20,range_ge,KR,340930.KQ,2025,242,2025-01-02,2025-12-30,890.7692260742188,1350.7692260742188,1392.622377253761,2184.615478515625,8,0.0330578512396694,0,1,1,2,19,62,0,0,0,0,8,25,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1,20,range_ge,TH,SDC.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.034999999217689,0.0356198340377285,0.050000000745058,242,1.0,242,27,45,72,86,242,226,27,45,72,86,242,121,24,0,24,34,213,1,0,0,0,1,32,0,0,0,0,0,14
2,20,range_ge,TH,TWZ.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0299999993294477,0.0290909084406765,0.0399999991059303,242,1.0,242,21,20,41,53,240,242,21,20,41,53,240,227,21,9,30,40,240,37,9,0,9,13,76,0,0,0,0,0,8
