rank,threshold_pct,metric,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
4,20,abs_ret_ge,KR,010770.KS,2025,241,2025-01-02,2025-12-30,2379.56298828125,4446.658203125,5084.301758825532,13613.9853515625,0,0.0,0,5,1,6,35,77,0,1,1,2,13,37,0,1,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0
5,20,abs_ret_ge,KR,084670.KS,2025,241,2025-01-02,2025-12-30,6560.0,7750.0,12818.50622406639,133600.0,0,0.0,0,9,0,9,17,38,0,5,0,5,13,21,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0
6,20,abs_ret_ge,KR,389140.KQ,2025,241,2025-01-02,2025-12-30,4750.0,10970.0,11771.88796680498,28900.0,0,0.0,0,8,2,10,23,51,0,4,0,4,13,20,0,2,0,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0
7,20,abs_ret_ge,KR,308100.KQ,2025,240,2025-01-02,2025-12-30,1184.0,1994.6666870117188,2480.0819478352864,7746.66650390625,0,0.0,0,7,4,11,25,74,0,4,2,6,12,27,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0
8,20,abs_ret_ge,KR,014970.KQ,2025,241,2025-01-02,2025-12-30,2515.51416015625,6843.38671875,6040.32603612876,11260.392578125,0,0.0,0,7,1,8,23,58,0,3,0,3,12,23,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
9,20,abs_ret_ge,KR,000650.KS,2025,241,2025-01-02,2025-12-30,35750.0,40050.0,71640.66390041493,457500.0,0,0.0,0,7,1,8,14,26,0,7,0,7,12,14,0,1,0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0
10,20,abs_ret_ge,KR,069920.KQ,2025,231,2025-01-02,2025-12-30,635.0,1203.0,1445.632034632035,3145.0,78,0.3376623376623376,0,5,2,7,34,101,0,2,0,2,10,32,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1,20,abs_ret_ge,TH,SDC.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.034999999217689,0.0356198340377285,0.050000000745058,242,1.0,242,27,45,72,86,242,226,27,45,72,86,242,121,24,0,24,34,213,1,0,0,0,1,32,0,0,0,0,0,14
2,20,abs_ret_ge,TH,NATION.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0299999993294477,0.0314462802965532,0.050000000745058,242,1.0,242,47,36,83,85,231,241,47,36,83,85,231,165,44,22,66,61,222,43,16,1,17,20,107,0,0,0,0,0,8
3,20,abs_ret_ge,TH,GRAND.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0406611567086054,0.0599999986588954,242,1.0,242,27,52,79,88,221,157,25,49,74,80,210,75,14,3,17,20,116,2,2,0,2,2,23,0,0,0,0,0,3
4,20,abs_ret_ge,TH,MORE.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0354958674139227,0.0599999986588954,242,1.0,242,36,41,77,88,239,181,36,38,74,80,230,117,24,21,45,56,146,57,24,0,24,28,125,0,0,0,0,1,6
5,20,abs_ret_ge,TH,CIG.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0362809911555002,0.0599999986588954,242,1.0,242,29,49,78,80,230,207,29,47,76,72,225,117,21,14,35,37,187,13,7,0,7,10,97,0,0,0,0,0,6
6,20,abs_ret_ge,TH,STOWER.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0452066111524612,0.0700000002980232,242,1.0,242,31,71,102,97,237,144,26,51,77,71,203,38,8,3,11,18,113,7,3,0,3,4,32,0,0,0,0,0,7
7,20,abs_ret_ge,TH,GEL.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0428512391888282,0.0900000035762786,242,1.0,242,24,55,79,80,229,158,18,41,59,67,191,54,11,3,14,13,120,5,2,0,2,2,42,0,0,0,0,0,9
8,20,abs_ret_ge,TH,WAVE.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0299999993294477,0.0414876027940964,0.0799999982118606,242,1.0,242,25,35,60,77,221,176,14,29,43,66,193,123,14,11,25,41,177,35,6,0,6,11,76,0,0,0,0,0,13
9,20,abs_ret_ge,TH,B.BK,2025,242,2025-01-02,2025-12-30,0.0399999991059303,0.0399999991059303,0.0481818177668023,0.0799999982118606,242,1.0,242,27,35,62,79,241,124,21,32,53,63,197,0,0,0,0,0,53,0,0,0,0,0,23,0,0,0,0,0,0
10,20,abs_ret_ge,TH,KC.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0423553712850759,0.0700000002980232,242,1.0,242,34,56,90,92,202,157,30,33,63,63,147,83,28,5,33,34,123,13,10,0,10,7,41,0,0,0,0,1,7
1,20,abs_ret_ge,TW,6682.TWO,2025,242,2025-01-02,2025-12-31,5.5,13.924999713897703,21.5254063290998,70.80000305175781,175,0.7231404958677686,0,0,0,0,30,79,0,0,0,0,9,18,0,0,0,0,4,9,0,0,0,0,0,1,0,0,0,0,0,0
2,20,abs_ret_ge,TW,5246.TWO,2025,242,2025-01-02,2025-12-31,14.5,23.024999618530277,24.77610877722748,50.400001525878906,180,0.743801652892562,0,1,0,1,17,48,0,0,0,0,7,12,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
3,20,abs_ret_ge,TW,6820.TWO,2025,242,2025-01-02,2025-12-31,51.0,98.57427215576172,102.39308415562654,233.8689422607422,0,0.0,0,0,0,0,22,73,0,0,0,0,7,11,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0
4,20,abs_ret_ge,TW,7796.TWO,2025,243,2025-01-02,2025-12-31,88.5999984741211,123.5,133.1580246034473,253.0,0,0.0,0,0,0,0,18,42,0,0,0,0,7,13,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0
5,20,abs_ret_ge,TW,7759.TWO,2025,204,2025-03-10,2025-12-31,60.5,74.80000305175781,83.4392157348932,182.0,0,0.0,0,0,0,0,11,46,0,0,0,0,6,15,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0
6,20,abs_ret_ge,TW,6793.TWO,2025,242,2025-01-02,2025-12-31,4.599999904632568,7.28000020980835,9.266570274494896,21.0,242,1.0,0,0,1,1,14,49,0,0,1,1,5,13,0,0,1,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0
7,20,abs_ret_ge,TW,7419.TWO,2025,242,2025-01-02,2025-12-31,7.78000020980835,10.325000286102297,12.757396709820457,27.14999961853028,242,1.0,0,1,0,1,11,45,0,0,0,0,5,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
8,20,abs_ret_ge,TW,6493.TWO,2025,242,2025-01-02,2025-12-31,16.662700653076172,18.9618558883667,25.870798229186004,76.80000305175781,177,0.731404958677686,0,1,0,1,14,30,0,0,0,0,5,10,0,0,0,0,3,5,0,0,0,0,1,1,0,0,0,0,0,0
9,20,abs_ret_ge,TW,6467.TWO,2025,243,2025-01-02,2025-12-31,44.95000076293945,70.9000015258789,102.42201680312922,199.5,0,0.0,0,0,0,0,23,58,0,0,0,0,5,15,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
10,20,abs_ret_ge,TW,3595.TWO,2025,242,2025-01-02,2025-12-31,32.04999923706055,139.75,183.6371901330869,447.0,0,0.0,0,0,0,0,12,46,0,0,0,0,5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,20,abs_ret_ge,UK,CHP.L,2025,253,2025-01-02,2025-12-31,0.0020000000949949,0.0040000001899898,0.0039486166682432,0.0070000002160668,253,1.0,253,1,3,4,49,180,253,1,2,3,37,162,253,1,0,1,20,121,214,0,0,0,2,10,12,0,0,0,0,2
2,20,abs_ret_ge,UK,SYME.L,2025,252,2025-01-02,2025-12-31,2.999999924213625e-05,0.003000000026077,0.0020611905296795,0.0080000003799796,252,1.0,252,24,27,51,33,125,252,23,23,46,28,125,252,14,4,18,14,113,242,2,1,3,5,42,119,2,0,2,4,23
3,20,abs_ret_ge,UK,MET1.L,2025,253,2025-01-02,2025-12-31,1.690000057220459,4.300000190734863,10.547754911565969,48.5,0,0.0,0,6,4,10,68,206,0,0,3,3,27,99,0,0,2,2,15,48,0,0,0,0,2,20,0,0,0,0,0,1
4,20,abs_ret_ge,UK,CDFF.L,2025,253,2025-01-02,2025-12-31,25.997323989868164,2599.732421875,2055.694946575542,2699.800048828125,0,0.0,0,13,14,27,27,0,0,13,14,27,27,0,0,13,14,27,27,0,0,13,14,27,27,0,0,13,0,13,13,0
5,20,abs_ret_ge,UK,VOX.L,2025,253,2025-01-02,2025-12-31,0.0015000000130385,0.1500000059604644,0.0915326089239329,0.2199999988079071,253,1.0,119,12,13,25,26,4,119,12,13,25,25,4,119,12,12,24,24,4,119,12,12,24,24,4,119,12,0,12,12,1
6,20,abs_ret_ge,UK,FIL.L,2025,253,2025-01-02,2025-12-31,0.0724999979138374,0.1099999994039535,3.8284090897841416,11.0,160,0.6324110671936759,0,11,12,23,23,0,0,11,12,23,23,0,0,11,12,23,23,0,0,11,11,22,22,0,0,11,0,11,11,0
7,20,abs_ret_ge,UK,BMTO.L,2025,253,2025-01-02,2025-12-31,14.0,15.498380661010742,637.1263452952087,1699.8223876953125,0,0.0,0,11,11,22,24,3,0,11,11,22,23,2,0,11,11,22,22,1,0,11,11,22,22,1,0,11,0,11,11,0
8,20,abs_ret_ge,UK,SCGL.L,2025,253,2025-01-02,2025-12-31,0.2750000059604645,0.4749999940395355,1.2339762783804429,11.899999618530272,194,0.766798418972332,0,11,6,17,46,211,0,2,0,2,22,110,0,1,0,1,11,61,0,1,0,1,3,28,0,0,0,0,0,5
9,20,abs_ret_ge,UK,ALRT.L,2025,253,2025-01-02,2025-12-31,0.0379999987781047,0.395000010728836,0.8300118579164796,4.099999904632568,170,0.6719367588932806,0,6,1,7,55,184,0,3,0,3,22,74,0,1,0,1,6,26,0,1,0,1,4,10,0,1,0,1,1,0
10,20,abs_ret_ge,UK,HYG.L,2025,253,2025-01-02,2025-12-31,0.050000000745058,6.0,5.2819189221226415,11.40180206298828,92,0.3636363636363636,0,10,12,22,25,5,0,10,12,22,22,5,0,10,11,21,21,4,0,10,10,20,20,4,0,10,0,10,10,3
1,20,abs_ret_ge,US,PPCB,2025,250,2025-01-02,2025-12-31,0.0003999999898951,3.0,3.864593995981384,25.0,53,0.212,17,29,31,60,73,109,17,22,22,44,48,64,17,20,13,33,33,54,17,10,6,16,16,38,17,3,0,3,6,15
2,20,abs_ret_ge,US,MYSEW,2025,250,2025-01-02,2025-12-31,0.0460000000894069,0.2189999967813491,0.2133359994888305,0.7599999904632568,250,1.0,32,45,43,88,101,122,3,23,21,44,46,82,0,11,8,19,20,63,0,5,1,6,7,26,0,0,0,0,2,12
3,20,abs_ret_ge,US,MYPSW,2025,250,2025-01-02,2025-12-31,0.0080000003799796,0.0160000007599592,0.0173040000125765,0.032999999821186,250,1.0,250,36,37,73,85,104,250,19,21,40,45,70,250,17,6,23,23,50,209,5,0,5,2,21,12,0,0,0,0,0
4,20,abs_ret_ge,US,LUCYW,2025,250,2025-01-02,2025-12-31,0.0340000018477439,0.0799999982118606,0.0805440002828836,0.1550000011920929,250,1.0,188,42,50,92,93,110,17,26,25,51,44,77,0,9,5,14,19,62,0,2,1,3,7,36,0,0,0,0,1,8
5,20,abs_ret_ge,US,RNWWW,2025,250,2025-01-02,2025-12-31,0.0049999998882412,0.1169999986886978,0.103664000481367,0.2479999959468841,250,1.0,113,31,62,93,90,141,58,13,21,34,39,90,55,9,2,11,19,59,50,6,0,6,8,26,21,1,0,1,1,9
6,20,abs_ret_ge,US,SMX,2025,250,2025-01-02,2025-12-31,5.147058963775635,1562.9713745117188,2254.149103630066,23497.845703125,0,0.0,0,12,21,33,82,174,0,7,4,11,37,78,0,6,3,9,20,43,0,3,0,3,10,21,0,1,0,1,5,7
7,20,abs_ret_ge,US,AREB,2025,250,2025-01-02,2025-12-31,13.81999969482422,556.0,2913.518559951782,27900.0,0,0.0,0,12,13,25,62,166,0,5,8,13,34,72,0,4,4,8,17,39,0,1,2,3,6,24,0,1,0,1,2,4
8,20,abs_ret_ge,US,WALDW,2025,250,2025-01-02,2025-12-31,0.0299999993294477,0.0700000002980232,0.0835159999653696,0.1720000058412552,250,1.0,165,28,45,73,73,111,89,15,24,39,32,80,7,3,6,9,10,50,0,0,0,0,0,22,0,0,0,0,0,1
9,20,abs_ret_ge,US,CCGWW,2025,250,2025-01-02,2025-12-31,0.0199999995529651,0.0294999992474913,0.0308640001043676,0.0540000014007091,250,1.0,250,28,44,72,76,91,248,13,16,29,31,62,187,4,6,10,11,39,12,1,0,1,2,16,0,0,0,0,0,0
10,20,abs_ret_ge,US,HCTI,2025,250,2025-01-02,2025-12-31,37.97999954223633,284.42999267578125,2742.1111175231936,25398.0,0,0.0,0,19,12,31,72,150,0,13,5,18,31,70,0,11,3,14,17,38,0,5,2,7,7,14,0,2,0,2,2,3
1,30,abs_ret_ge,AU,SFG.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0020000000949949,0.0018478261455046,0.003000000026077,253,1.0,253,42,42,84,96,75,253,42,37,79,91,75,253,36,26,62,57,63,89,10,9,19,17,14,0,10,0,10,11,14
2,30,abs_ret_ge,AU,MOM.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0015000000130385,0.0016166008429108,0.003000000026077,253,1.0,253,23,30,53,57,50,253,23,26,49,53,50,253,19,19,38,42,45,142,3,5,8,6,14,0,3,0,3,3,14
3,30,abs_ret_ge,AU,EDE.AX,2025,253,2025-01-02,2025-12-31,0.0199999995529651,0.0399999991059303,0.0358945411950231,0.0659999996423721,253,1.0,0,29,22,51,68,106,0,28,22,50,51,84,0,26,19,45,39,68,0,13,6,19,25,32,0,8,0,8,9,20
4,30,abs_ret_ge,AU,HLX.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0020000000949949,0.0019749486621049,0.0040000001899898,253,1.0,253,32,44,76,83,74,253,30,26,56,58,66,232,19,18,37,38,51,107,5,5,10,8,9,0,5,0,5,3,9
5,30,abs_ret_ge,AU,88E.AX,2025,253,2025-01-02,2025-12-31,0.0199999995529651,0.0230000000447034,0.0284703559879021,0.050000000745058,253,1.0,0,27,13,40,43,82,0,27,12,39,41,74,0,27,12,39,38,72,0,15,7,22,28,41,0,15,0,15,9,34
6,30,abs_ret_ge,AU,VML.AX,2025,253,2025-01-02,2025-12-31,0.050000000745058,0.1500000059604644,0.1542766812320047,0.3849999904632568,253,1.0,0,20,27,47,66,144,0,19,19,38,47,107,0,16,19,35,35,75,0,14,1,15,19,65,0,3,0,3,3,9
7,30,abs_ret_ge,AU,1TT.AX,2025,189,2025-01-02,2025-12-30,0.0010000000474974,0.0199999995529651,0.0212883595013793,0.0799999982118606,189,1.0,87,23,38,61,70,52,70,15,33,48,53,44,54,13,23,36,34,38,9,2,9,11,11,16,0,2,0,2,3,15
8,30,abs_ret_ge,AU,BP8.AX,2025,199,2025-01-02,2025-12-30,0.0010000000474974,0.0020000000949949,0.0023944724389777,0.0049999998882412,199,1.0,199,27,28,55,58,53,199,25,26,51,44,53,180,20,22,42,31,48,6,3,11,14,7,16,0,3,0,3,3,15
9,30,abs_ret_ge,AU,IOV.AX,2025,169,2025-01-08,2025-12-30,0.1000000014901161,0.1500000059604644,0.1473372809632995,0.3000000119209289,169,1.0,0,16,34,50,41,38,0,16,33,49,39,38,0,15,33,48,29,38,0,8,14,22,13,38,0,5,0,5,2,31
10,30,abs_ret_ge,AU,ADD.AX,2025,253,2025-01-02,2025-12-31,0.0199999995529651,0.0399999991059303,0.0384980233629112,0.0599999986588954,253,1.0,0,24,16,40,56,71,0,19,15,34,41,44,0,15,12,27,27,32,0,6,4,10,8,9,0,3,0,3,1,6
1,30,abs_ret_ge,CA,MTLO.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0099999997764825,0.0116633463584152,0.0149999996647238,251,1.0,251,34,73,107,82,110,251,33,73,106,78,108,251,32,72,104,76,107,251,32,19,51,41,107,162,2,0,2,3,29
2,30,abs_ret_ge,CA,MTX.V,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0199999995529651,0.0200398401895247,0.0299999993294477,251,1.0,251,33,29,62,63,51,251,33,29,62,63,51,251,33,29,62,63,51,200,33,13,46,48,51,50,19,0,19,17,31
3,30,abs_ret_ge,CA,ACU.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.015438246729958,0.0299999993294477,251,1.0,251,46,55,101,90,107,251,44,53,97,86,105,251,38,31,69,59,96,232,21,5,26,25,72,62,5,0,5,4,19
4,30,abs_ret_ge,CA,POR.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0099999997764825,0.0081274898581769,0.0149999996647238,251,1.0,251,27,33,60,55,24,251,27,33,60,55,24,251,27,33,60,55,24,251,27,32,59,54,24,250,26,0,26,27,21
5,30,abs_ret_ge,CA,CSTR.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.0160756969297548,0.0299999993294477,251,1.0,251,58,42,100,90,185,251,55,41,96,86,174,251,51,12,63,54,157,228,22,7,29,18,67,51,5,0,5,4,24
6,30,abs_ret_ge,CA,PUL.V,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0149999996647238,0.0147211152088059,0.0199999995529651,251,1.0,251,46,27,73,72,60,251,45,27,72,72,58,251,45,15,60,54,57,251,21,0,21,18,28,53,0,0,0,1,6
7,30,abs_ret_ge,CA,VLI.V,2025,251,2025-01-02,2025-12-31,0.0199999995529651,0.0199999995529651,0.0221912345637481,0.0299999993294477,251,1.0,251,35,27,62,54,68,251,35,27,62,54,68,251,35,27,62,54,68,196,35,0,35,27,67,0,0,0,0,0,0
8,30,abs_ret_ge,CA,PER.V,2025,251,2025-01-02,2025-12-31,0.0199999995529651,0.0299999993294477,0.0286852583749241,0.0599999986588954,251,1.0,251,50,8,58,62,64,240,49,8,57,59,60,209,48,7,55,52,60,90,36,0,36,23,45,0,0,0,0,0,0
9,30,abs_ret_ge,CA,BNG.TO,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0199999995529651,0.0153784857120408,0.0199999995529651,251,1.0,251,29,31,60,51,56,251,29,31,60,51,56,251,29,31,60,51,56,251,29,31,60,51,56,116,29,0,29,26,56
10,30,abs_ret_ge,CA,MEK.V,2025,251,2025-01-02,2025-12-31,0.0199999995529651,0.0299999993294477,0.0284860551476003,0.050000000745058,251,1.0,251,29,29,58,62,51,250,29,29,58,62,51,217,29,24,53,51,49,73,24,0,24,21,29,0,0,0,0,0,0
1,30,abs_ret_ge,CN,300276.SZ,2025,243,2025-01-02,2025-12-31,8.0600004196167,10.899999618530272,15.757777763492284,1183.0,0,0.0,0,2,1,3,10,18,0,1,1,2,4,3,0,1,1,2,2,0,0,1,1,2,2,0,0,1,0,1,1,0
2,30,abs_ret_ge,CN,000615.SZ,2025,243,2025-01-02,2025-12-31,1.6277639865875244,1.9028799533844,2.005282090034014,3.7100000381469727,243,1.0,0,1,0,1,1,2,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
3,30,abs_ret_ge,CN,603382.SS,2025,139,2025-06-12,2025-12-31,29.920000076293945,32.220001220703125,33.462797137473125,55.649532318115234,0,0.0,0,0,1,1,2,7,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
4,30,abs_ret_ge,CN,603400.SS,2025,133,2025-06-20,2025-12-31,46.39949417114258,56.51460266113281,57.31716852976864,77.62139892578125,0,0.0,0,0,2,2,3,11,0,0,1,1,2,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
5,30,abs_ret_ge,CN,301563.SZ,2025,61,2025-09-30,2025-12-31,116.8000030517578,166.0,175.40590167436443,240.0,0,0.0,0,0,1,1,6,17,0,0,0,0,2,7,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,30,abs_ret_ge,FR,ALIBR.PA,2025,255,2025-01-02,2025-12-31,9.999999747378752e-05,0.0003000000142492,0.0003176470626117,0.0006000000284984,255,1.0,255,59,42,101,93,222,255,57,42,99,92,217,255,48,20,68,58,181,255,29,0,29,25,118,255,0,0,0,1,14
2,30,abs_ret_ge,FR,MLCOT.PA,2025,255,2025-01-02,2025-12-31,0.0049999998882412,0.125,0.1149803920046371,0.4020000100135803,255,1.0,112,44,29,73,77,20,89,30,17,47,46,11,56,22,10,32,33,8,23,9,2,11,12,3,5,1,0,1,1,0
3,30,abs_ret_ge,FR,MLWEY.PA,2025,255,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.0156882353053957,0.0320000015199184,255,1.0,255,34,23,57,65,22,255,29,16,45,51,18,255,19,4,23,30,12,219,8,2,10,7,6,47,2,0,2,2,0
4,30,abs_ret_ge,FR,ALALO.PA,2025,255,2025-01-02,2025-12-31,0.0627999976277351,0.6000000238418579,9.63523843858172,300.0,182,0.7137254901960784,10,45,22,67,107,233,0,38,10,48,63,182,0,33,4,37,28,137,0,14,4,18,12,75,0,10,0,10,6,29
5,30,abs_ret_ge,FR,ALBOO.PA,2025,255,2025-01-02,2025-12-31,2.0,12.0,94.92941176470588,1400.0,0,0.0,0,36,59,95,104,224,0,16,30,46,43,168,0,13,26,39,27,138,0,8,21,29,17,94,0,2,0,2,6,54
6,30,abs_ret_ge,FR,MLGEQ.PA,2025,255,2025-01-02,2025-12-31,0.0109999999403953,0.0160000007599592,0.016368627464216,0.0344999991357326,255,1.0,255,20,18,38,36,9,255,18,14,32,29,6,250,18,8,26,24,5,215,5,2,7,6,2,0,2,0,2,1,1
7,30,abs_ret_ge,FR,MLSML.PA,2025,255,2025-01-02,2025-12-31,0.0049999998882412,0.0189999993890523,0.0215784314252873,0.050000000745058,255,1.0,255,35,27,62,58,34,254,26,14,40,35,27,223,16,4,20,19,20,152,7,1,8,7,9,3,1,0,1,2,1
8,30,abs_ret_ge,FR,ALMEX.PA,2025,255,2025-01-02,2025-12-31,1.100000023841858,6.5,17.8636470747929,84.0,0,0.0,0,13,5,18,52,91,0,0,3,3,24,40,0,0,3,3,14,16,0,0,0,0,3,3,0,0,0,0,0,0
9,30,abs_ret_ge,FR,MLNMA.PA,2025,255,2025-01-02,2025-12-31,0.0160000007599592,0.1049999967217445,0.0968117639203281,0.2419999986886978,255,1.0,126,24,18,42,42,3,63,8,14,22,23,3,54,6,8,14,13,3,24,6,4,10,10,3,0,5,0,5,3,1
10,30,abs_ret_ge,FR,ALVER.PA,2025,255,2025-01-02,2025-12-31,0.7599999904632568,3.8000009059906006,4.115922518337475,15.20000457763672,50,0.196078431372549,0,26,36,62,66,187,0,8,9,17,32,136,0,5,4,9,13,91,0,4,2,6,5,48,0,0,0,0,1,16
1,30,abs_ret_ge,HK,3626.HK,2025,246,2025-01-02,2025-12-31,0.3170206844806671,7.949999809265137,6.307728304853284,17.535207748413086,56,0.2276422764227642,0,8,3,11,40,84,0,3,0,3,18,32,0,3,0,3,12,21,0,0,0,0,8,10,0,0,0,0,0,4
2,30,abs_ret_ge,HK,0352.HK,2025,246,2025-01-02,2025-12-31,0.0410000011324882,0.1000000014901161,0.2244634198221733,1.340000033378601,242,0.983739837398374,0,4,4,8,25,38,0,1,2,3,19,23,0,1,0,1,10,17,0,0,0,0,7,9,0,0,0,0,2,6
3,30,abs_ret_ge,HK,0704.HK,2025,246,2025-01-02,2025-12-31,0.0509999990463256,0.0869999974966049,0.1001869913766054,0.3449999988079071,246,1.0,0,15,13,28,41,72,0,3,0,3,14,42,0,1,0,1,9,27,0,1,0,1,7,14,0,0,0,0,2,8
4,30,abs_ret_ge,HK,8460.HK,2025,246,2025-01-02,2025-12-31,0.0399999991059303,0.0610000006854534,0.1781097560121518,2.259999990463257,239,0.9715447154471544,0,9,6,15,40,57,0,0,0,0,15,26,0,0,0,0,9,17,0,0,0,0,4,9,0,0,0,0,1,2
5,30,abs_ret_ge,HK,1939.HK,2025,246,2025-01-02,2025-12-31,0.4199999868869781,1.5,3.822825208064017,10.199999809265137,75,0.3048780487804878,0,6,0,6,31,71,0,3,0,3,10,25,0,3,0,3,9,16,0,1,0,1,2,6,0,1,0,1,1,3
6,30,abs_ret_ge,HK,0379.HK,2025,246,2025-01-02,2025-12-31,0.0289999991655349,0.0750000029802322,0.0784390244360376,0.1700000017881393,246,1.0,0,17,19,36,46,95,0,3,0,3,16,44,0,0,0,0,8,19,0,0,0,0,1,5,0,0,0,0,0,0
7,30,abs_ret_ge,HK,1421.HK,2025,246,2025-01-02,2025-12-31,0.1379999965429306,0.395000010728836,0.3956626004925588,0.7400000095367432,246,1.0,0,9,3,12,27,62,0,0,0,0,12,36,0,0,0,0,8,18,0,0,0,0,2,5,0,0,0,0,0,1
8,30,abs_ret_ge,HK,0515.HK,2025,246,2025-01-02,2025-12-31,0.0719999969005584,0.3100000023841858,0.3481585330110255,2.299999952316284,238,0.967479674796748,0,4,6,10,35,64,0,3,1,4,18,28,0,1,1,2,8,15,0,1,1,2,5,6,0,1,0,1,1,1
9,30,abs_ret_ge,HK,1079.HK,2025,246,2025-01-02,2025-12-31,0.0299999993294477,0.0729999989271164,0.1790406509431275,0.4900000095367431,246,1.0,0,5,2,7,32,91,0,1,0,1,12,32,0,1,0,1,7,13,0,0,0,0,3,6,0,0,0,0,1,2
10,30,abs_ret_ge,HK,6928.HK,2025,246,2025-01-02,2025-12-31,0.0549999997019767,0.210999995470047,0.2014383819802263,0.6000000238418579,246,1.0,0,13,6,19,37,80,0,3,1,4,16,31,0,1,0,1,7,14,0,0,0,0,3,5,0,0,0,0,1,0
1,30,abs_ret_ge,JP,9610.T,2025,243,2025-01-06,2025-12-30,59.0,125.0,136.69958847736626,303.0,78,0.3209876543209876,0,5,2,7,27,80,0,3,0,3,16,32,0,1,0,1,9,16,0,0,0,0,0,3,0,0,0,0,0,0
2,30,abs_ret_ge,JP,6993.T,2025,243,2025-01-06,2025-12-30,19.0,34.0,41.21399176954733,188.0,235,0.9670781893004116,0,9,3,12,26,88,0,4,1,5,16,24,0,3,0,3,8,9,0,0,0,0,1,1,0,0,0,0,0,0
3,30,abs_ret_ge,JP,5721.T,2025,243,2025-01-06,2025-12-30,19.0,122.0,129.35390946502056,422.0,93,0.382716049382716,0,17,5,22,57,110,0,8,0,8,21,35,0,2,0,2,8,18,0,0,0,0,1,1,0,0,0,0,1,0
4,30,abs_ret_ge,JP,2673.T,2025,243,2025-01-06,2025-12-30,87.0,137.0,157.7366255144033,329.0,40,0.1646090534979424,0,3,0,3,25,51,0,1,0,1,13,24,0,0,0,0,7,15,0,0,0,0,0,5,0,0,0,0,0,0
