rank,threshold_pct,metric,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
8,10,abs_ret_ge,TH,MORE.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0354958674139227,0.0599999986588954,242,1.0,242,36,41,77,88,239,181,36,38,74,80,230,117,24,21,45,56,146,57,24,0,24,28,125,0,0,0,0,1,6
9,10,abs_ret_ge,TH,EVER.BK,2025,242,2025-01-02,2025-12-30,0.0399999991059303,0.0599999986588954,0.0683057849749552,0.1199999973177909,242,1.0,210,26,66,92,87,221,11,5,9,14,16,81,0,0,0,0,1,39,0,0,0,0,0,1,0,0,0,0,0,0
10,10,abs_ret_ge,TH,SDC.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.034999999217689,0.0356198340377285,0.050000000745058,242,1.0,242,27,45,72,86,242,226,27,45,72,86,242,121,24,0,24,34,213,1,0,0,0,1,32,0,0,0,0,0,14
1,10,abs_ret_ge,TW,6682.TWO,2025,242,2025-01-02,2025-12-31,5.5,13.924999713897703,21.5254063290998,70.80000305175781,175,0.7231404958677686,0,0,0,0,30,79,0,0,0,0,9,18,0,0,0,0,4,9,0,0,0,0,0,1,0,0,0,0,0,0
2,10,abs_ret_ge,TW,6467.TWO,2025,243,2025-01-02,2025-12-31,44.95000076293945,70.9000015258789,102.42201680312922,199.5,0,0.0,0,0,0,0,23,58,0,0,0,0,5,15,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
3,10,abs_ret_ge,TW,6820.TWO,2025,242,2025-01-02,2025-12-31,51.0,98.57427215576172,102.39308415562654,233.8689422607422,0,0.0,0,0,0,0,22,73,0,0,0,0,7,11,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0
4,10,abs_ret_ge,TW,7719.TWO,2025,243,2025-01-02,2025-12-31,16.100000381469727,25.950000762939453,35.4109054534033,89.80000305175781,148,0.6090534979423868,0,0,0,0,19,45,0,0,0,0,4,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
5,10,abs_ret_ge,TW,7729.TWO,2025,242,2025-01-02,2025-12-31,16.0,23.75,30.72597476864649,60.20000076293945,144,0.5950413223140496,0,1,0,1,19,39,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,10,abs_ret_ge,TW,4573.TWO,2025,242,2025-01-02,2025-12-31,31.39999961853028,70.80000305175781,70.62036661668257,99.0,0,0.0,0,0,0,0,19,41,0,0,0,0,2,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
7,10,abs_ret_ge,TW,6977.TWO,2025,242,2025-01-02,2025-12-31,41.80389404296875,80.49679946899414,117.25287007103282,277.5,0,0.0,0,1,0,1,18,40,0,0,0,0,3,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
8,10,abs_ret_ge,TW,7796.TWO,2025,243,2025-01-02,2025-12-31,88.5999984741211,123.5,133.1580246034473,253.0,0,0.0,0,0,0,0,18,42,0,0,0,0,7,13,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0
9,10,abs_ret_ge,TW,3585.TWO,2025,242,2025-01-02,2025-12-31,5.070000171661377,7.019999980926514,9.41111569168154,19.350000381469727,242,1.0,0,1,0,1,17,44,0,0,0,0,4,13,0,0,0,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0
10,10,abs_ret_ge,TW,5246.TWO,2025,242,2025-01-02,2025-12-31,14.5,23.024999618530277,24.77610877722748,50.400001525878906,180,0.743801652892562,0,1,0,1,17,48,0,0,0,0,7,12,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1,10,abs_ret_ge,UK,MET1.L,2025,253,2025-01-02,2025-12-31,1.690000057220459,4.300000190734863,10.547754911565969,48.5,0,0.0,0,6,4,10,68,206,0,0,3,3,27,99,0,0,2,2,15,48,0,0,0,0,2,20,0,0,0,0,0,1
2,10,abs_ret_ge,UK,CPAI.L,2025,253,2025-01-02,2025-12-31,0.2599999904632568,2.8499999046325684,2.7519565095072207,7.949999809265137,51,0.2015810276679842,0,9,3,12,67,208,0,2,0,2,20,86,0,0,0,0,13,45,0,0,0,0,2,10,0,0,0,0,1,0
3,10,abs_ret_ge,UK,PYX.L,2025,253,2025-01-02,2025-12-31,0.3479999899864197,0.699999988079071,1.1104743111981703,3.049999952316284,144,0.5691699604743083,0,52,88,140,62,139,0,18,13,31,20,110,0,3,5,8,5,62,0,0,0,0,1,26,0,0,0,0,0,5
4,10,abs_ret_ge,UK,MIRI.L,2025,253,2025-01-02,2025-12-31,0.006000000052154,0.0120000001043081,0.0842173906676323,0.3799999952316284,253,1.0,162,4,2,6,60,229,141,0,2,2,17,132,9,0,2,2,10,51,0,0,1,1,2,20,0,0,0,0,0,6
5,10,abs_ret_ge,UK,MAST.L,2025,253,2025-01-02,2025-12-31,4.090000152587891,11.0,36.02277067433233,187.0,0,0.0,0,5,0,5,60,223,0,0,0,0,20,100,0,0,0,0,9,47,0,0,0,0,1,16,0,0,0,0,0,3
6,10,abs_ret_ge,UK,WSBN.L,2025,253,2025-01-02,2025-12-31,10.0,35.0,53.713834121764414,185.0,0,0.0,0,2,2,4,57,165,0,0,0,0,19,73,0,0,0,0,8,38,0,0,0,0,1,7,0,0,0,0,1,1
7,10,abs_ret_ge,UK,EME.L,2025,253,2025-01-02,2025-12-31,0.0189999993890523,0.0700000002980232,0.0759723321369042,0.1679999977350235,253,1.0,36,3,5,8,55,211,0,1,0,1,18,105,0,0,0,0,9,51,0,0,0,0,5,20,0,0,0,0,2,6
8,10,abs_ret_ge,UK,ALRT.L,2025,253,2025-01-02,2025-12-31,0.0379999987781047,0.395000010728836,0.8300118579164796,4.099999904632568,170,0.6719367588932806,0,6,1,7,55,184,0,3,0,3,22,74,0,1,0,1,6,26,0,1,0,1,4,10,0,1,0,1,1,0
9,10,abs_ret_ge,UK,SATS.L,2025,253,2025-01-02,2025-12-31,0.2800000011920929,1.0549999475479126,1.996011856751951,14.0,110,0.4347826086956521,0,23,8,31,52,159,0,4,0,4,16,100,0,1,0,1,7,56,0,1,0,1,3,22,0,0,0,0,2,5
10,10,abs_ret_ge,UK,MILA.L,2025,253,2025-01-02,2025-12-31,0.1749999970197677,0.5600000023841858,0.8259525665417019,2.700000047683716,184,0.7272727272727273,0,4,1,5,51,164,0,2,1,3,13,62,0,1,0,1,6,21,0,0,0,0,1,5,0,0,0,0,0,0
1,10,abs_ret_ge,US,MYSEW,2025,250,2025-01-02,2025-12-31,0.0460000000894069,0.2189999967813491,0.2133359994888305,0.7599999904632568,250,1.0,32,45,43,88,101,122,3,23,21,44,46,82,0,11,8,19,20,63,0,5,1,6,7,26,0,0,0,0,2,12
2,10,abs_ret_ge,US,LUCYW,2025,250,2025-01-02,2025-12-31,0.0340000018477439,0.0799999982118606,0.0805440002828836,0.1550000011920929,250,1.0,188,42,50,92,93,110,17,26,25,51,44,77,0,9,5,14,19,62,0,2,1,3,7,36,0,0,0,0,1,8
3,10,abs_ret_ge,US,TMCWW,2025,250,2025-01-02,2025-12-31,0.0949999988079071,0.9115000069141388,0.93293599909544,3.0999999046325684,152,0.608,2,34,5,39,93,218,0,4,0,4,17,98,0,2,0,2,8,36,0,0,0,0,1,5,0,0,0,0,0,0
4,10,abs_ret_ge,US,RNWWW,2025,250,2025-01-02,2025-12-31,0.0049999998882412,0.1169999986886978,0.103664000481367,0.2479999959468841,250,1.0,113,31,62,93,90,141,58,13,21,34,39,90,55,9,2,11,19,59,50,6,0,6,8,26,21,1,0,1,1,9
5,10,abs_ret_ge,US,LIDRW,2025,250,2025-01-02,2025-12-31,0.0450000017881393,0.083500001579523,0.1123119999468326,0.4099999964237213,250,1.0,140,32,27,59,87,173,2,11,7,18,20,93,0,6,1,7,11,53,0,2,0,2,6,27,0,1,0,1,1,6
6,10,abs_ret_ge,US,MYPSW,2025,250,2025-01-02,2025-12-31,0.0080000003799796,0.0160000007599592,0.0173040000125765,0.032999999821186,250,1.0,250,36,37,73,85,104,250,19,21,40,45,70,250,17,6,23,23,50,209,5,0,5,2,21,12,0,0,0,0,0
7,10,abs_ret_ge,US,SMX,2025,250,2025-01-02,2025-12-31,5.147058963775635,1562.9713745117188,2254.149103630066,23497.845703125,0,0.0,0,12,21,33,82,174,0,7,4,11,37,78,0,6,3,9,20,43,0,3,0,3,10,21,0,1,0,1,5,7
8,10,abs_ret_ge,US,MNYWW,2025,250,2025-01-02,2025-12-31,0.025000000372529,0.0509999990463256,0.0615559998750686,0.1800000071525573,250,1.0,212,22,48,70,81,148,118,8,11,19,28,83,29,1,3,4,10,48,0,0,0,0,1,17,0,0,0,0,0,2
9,10,abs_ret_ge,US,IINNW,2025,250,2025-01-02,2025-12-31,0.1800000071525573,0.2800000011920929,0.3065079996585846,0.6499999761581421,250,1.0,0,22,30,52,79,107,0,9,7,16,30,75,0,3,2,5,10,49,0,0,0,0,3,23,0,0,0,0,1,7
10,10,abs_ret_ge,US,CCGWW,2025,250,2025-01-02,2025-12-31,0.0199999995529651,0.0294999992474913,0.0308640001043676,0.0540000014007091,250,1.0,250,28,44,72,76,91,248,13,16,29,31,62,187,4,6,10,11,39,12,1,0,1,2,16,0,0,0,0,0,0
1,20,abs_ret_ge,AU,SFG.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0020000000949949,0.0018478261455046,0.003000000026077,253,1.0,253,42,42,84,96,75,253,42,37,79,91,75,253,36,26,62,57,63,89,10,9,19,17,14,0,10,0,10,11,14
2,20,abs_ret_ge,AU,ERA.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0024999999441206,0.0024031620714702,0.003000000026077,253,1.0,253,49,82,131,113,218,253,49,18,67,74,218,253,20,16,36,24,105,7,3,2,5,3,6,0,3,0,3,1,6
3,20,abs_ret_ge,AU,TMK.AX,2025,253,2025-01-02,2025-12-31,0.0549990013241767,0.1374990046024322,0.1446908442045859,0.2199990004301071,253,1.0,0,54,47,101,86,157,0,44,35,79,63,140,0,19,13,32,20,74,0,11,0,11,8,50,0,1,0,1,1,2
4,20,abs_ret_ge,AU,HLX.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0020000000949949,0.0019749486621049,0.0040000001899898,253,1.0,253,32,44,76,83,74,253,30,26,56,58,66,232,19,18,37,38,51,107,5,5,10,8,9,0,5,0,5,3,9
5,20,abs_ret_ge,AU,MOM.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0015000000130385,0.0016166008429108,0.003000000026077,253,1.0,253,23,30,53,57,50,253,23,26,49,53,50,253,19,19,38,42,45,142,3,5,8,6,14,0,3,0,3,3,14
6,20,abs_ret_ge,AU,1TT.AX,2025,189,2025-01-02,2025-12-30,0.0010000000474974,0.0199999995529651,0.0212883595013793,0.0799999982118606,189,1.0,87,23,38,61,70,52,70,15,33,48,53,44,54,13,23,36,34,38,9,2,9,11,11,16,0,2,0,2,3,15
7,20,abs_ret_ge,AU,PIL.AX,2025,253,2025-01-02,2025-12-31,0.0020000000949949,0.003000000026077,0.0033913043984708,0.006000000052154,253,1.0,253,40,61,101,103,131,248,29,21,50,51,95,132,7,9,16,18,42,0,0,0,0,1,2,0,0,0,0,1,0
8,20,abs_ret_ge,AU,EDE.AX,2025,253,2025-01-02,2025-12-31,0.0199999995529651,0.0399999991059303,0.0358945411950231,0.0659999996423721,253,1.0,0,29,22,51,68,106,0,28,22,50,51,84,0,26,19,45,39,68,0,13,6,19,25,32,0,8,0,8,9,20
9,20,abs_ret_ge,AU,ROG.AX,2025,253,2025-01-02,2025-12-31,0.0020000000949949,0.0049999998882412,0.0047549407500331,0.0109999999403953,253,1.0,252,45,36,81,122,169,185,27,2,29,49,108,39,10,0,10,11,25,0,0,0,0,0,0,0,0,0,0,0,0
10,20,abs_ret_ge,AU,GGE.AX,2025,253,2025-01-02,2025-12-31,0.0010000000474974,0.0020000000949949,0.0021363636994137,0.0040000001899898,253,1.0,253,34,32,66,62,61,253,34,20,54,47,60,251,18,12,30,22,28,31,1,3,4,6,5,0,1,0,1,4,5
1,20,abs_ret_ge,CA,ACU.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.015438246729958,0.0299999993294477,251,1.0,251,46,55,101,90,107,251,44,53,97,86,105,251,38,31,69,59,96,232,21,5,26,25,72,62,5,0,5,4,19
2,20,abs_ret_ge,CA,CSTR.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.0160756969297548,0.0299999993294477,251,1.0,251,58,42,100,90,185,251,55,41,96,86,174,251,51,12,63,54,157,228,22,7,29,18,67,51,5,0,5,4,24
3,20,abs_ret_ge,CA,AAZ.V,2025,251,2025-01-02,2025-12-31,0.0399999991059303,0.1199999973177909,0.1198804792743991,0.2399999946355819,251,1.0,78,43,45,88,96,193,4,40,37,77,83,178,0,16,7,23,27,81,0,3,0,3,7,29,0,1,0,1,0,3
4,20,abs_ret_ge,CA,MTLO.V,2025,251,2025-01-02,2025-12-31,0.0049999998882412,0.0099999997764825,0.0116633463584152,0.0149999996647238,251,1.0,251,34,73,107,82,110,251,33,73,106,78,108,251,32,72,104,76,107,251,32,19,51,41,107,162,2,0,2,3,29
5,20,abs_ret_ge,CA,PUL.V,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0149999996647238,0.0147211152088059,0.0199999995529651,251,1.0,251,46,27,73,72,60,251,45,27,72,72,58,251,45,15,60,54,57,251,21,0,21,18,28,53,0,0,0,1,6
6,20,abs_ret_ge,CA,BARK.V,2025,251,2025-01-02,2025-12-31,0.0149999996647238,0.0450000017881393,0.0439442232681578,0.0750000029802322,251,1.0,251,35,41,76,73,49,182,34,40,74,72,49,94,28,25,53,51,39,2,20,8,28,24,27,0,2,0,2,3,9
7,20,abs_ret_ge,CA,MTX.V,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0199999995529651,0.0200398401895247,0.0299999993294477,251,1.0,251,33,29,62,63,51,251,33,29,62,63,51,251,33,29,62,63,51,200,33,13,46,48,51,50,19,0,19,17,31
8,20,abs_ret_ge,CA,VRTS.TO,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0199999995529651,0.0188545814281202,0.0299999993294477,251,1.0,251,45,34,79,71,84,251,38,33,71,63,74,251,22,7,29,19,46,201,3,0,3,3,22,3,1,0,1,2,1
9,20,abs_ret_ge,CA,MEK.V,2025,251,2025-01-02,2025-12-31,0.0199999995529651,0.0299999993294477,0.0284860551476003,0.050000000745058,251,1.0,251,29,29,58,62,51,250,29,29,58,62,51,217,29,24,53,51,49,73,24,0,24,21,29,0,0,0,0,0,0
10,20,abs_ret_ge,CA,PER.V,2025,251,2025-01-02,2025-12-31,0.0199999995529651,0.0299999993294477,0.0286852583749241,0.0599999986588954,251,1.0,251,50,8,58,62,64,240,49,8,57,59,60,209,48,7,55,52,60,90,36,0,36,23,45,0,0,0,0,0,0
1,20,abs_ret_ge,CN,688585.SS,2025,243,2025-01-02,2025-12-31,6.074306964874268,7.996177673339844,49.94054891248789,132.1300048828125,0,0.0,0,11,3,14,31,38,0,5,1,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,abs_ret_ge,CN,300344.SZ,2025,243,2025-01-02,2025-12-31,1.0199999809265137,4.96999979019165,5.821522635687526,14.279999732971191,122,0.5020576131687243,0,2,7,9,33,62,0,0,2,2,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,abs_ret_ge,CN,300963.SZ,2025,243,2025-01-02,2025-12-31,5.848886013031006,19.170000076293945,16.663011998306086,26.3799991607666,0,0.0,0,0,1,1,15,53,0,0,0,0,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,20,abs_ret_ge,CN,300237.SZ,2025,243,2025-01-02,2025-12-31,1.1399999856948853,2.140000104904175,2.293251032201351,3.9800000190734863,243,1.0,0,2,4,6,13,33,0,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,abs_ret_ge,CN,300810.SZ,2025,243,2025-01-02,2025-12-31,17.462390899658203,38.7599983215332,37.038487501105166,65.47000122070312,0,0.0,0,3,0,3,12,33,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,abs_ret_ge,CN,301208.SZ,2025,243,2025-01-02,2025-12-31,29.11292839050293,40.630001068115234,41.10518012027191,53.16999816894531,0,0.0,0,0,0,0,7,15,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,20,abs_ret_ge,CN,301000.SZ,2025,243,2025-01-02,2025-12-31,22.485633850097656,43.36000061035156,42.52457150117851,56.02999877929688,0,0.0,0,0,1,1,14,29,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20,abs_ret_ge,CN,688048.SS,2025,243,2025-01-02,2025-12-31,34.04999923706055,62.36000061035156,70.23572037936238,158.63999938964844,0,0.0,0,1,1,2,16,37,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,abs_ret_ge,CN,300368.SZ,2025,243,2025-01-02,2025-12-31,4.0,11.010000228881836,10.700534975577774,19.989999771118164,67,0.2757201646090535,0,0,0,0,16,38,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,abs_ret_ge,CN,688189.SS,2025,243,2025-01-02,2025-12-31,5.800000190734863,7.989999771118164,8.779094641100723,17.56999969482422,0,0.0,0,0,1,1,11,24,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,abs_ret_ge,FR,ALIBR.PA,2025,255,2025-01-02,2025-12-31,9.999999747378752e-05,0.0003000000142492,0.0003176470626117,0.0006000000284984,255,1.0,255,59,42,101,93,222,255,57,42,99,92,217,255,48,20,68,58,181,255,29,0,29,25,118,255,0,0,0,1,14
2,20,abs_ret_ge,FR,ALALO.PA,2025,255,2025-01-02,2025-12-31,0.0627999976277351,0.6000000238418579,9.63523843858172,300.0,182,0.7137254901960784,10,45,22,67,107,233,0,38,10,48,63,182,0,33,4,37,28,137,0,14,4,18,12,75,0,10,0,10,6,29
3,20,abs_ret_ge,FR,MLWEY.PA,2025,255,2025-01-02,2025-12-31,0.0049999998882412,0.0149999996647238,0.0156882353053957,0.0320000015199184,255,1.0,255,34,23,57,65,22,255,29,16,45,51,18,255,19,4,23,30,12,219,8,2,10,7,6,47,2,0,2,2,0
4,20,abs_ret_ge,FR,MLCOT.PA,2025,255,2025-01-02,2025-12-31,0.0049999998882412,0.125,0.1149803920046371,0.4020000100135803,255,1.0,112,44,29,73,77,20,89,30,17,47,46,11,56,22,10,32,33,8,23,9,2,11,12,3,5,1,0,1,1,0
5,20,abs_ret_ge,FR,ALBOO.PA,2025,255,2025-01-02,2025-12-31,2.0,12.0,94.92941176470588,1400.0,0,0.0,0,36,59,95,104,224,0,16,30,46,43,168,0,13,26,39,27,138,0,8,21,29,17,94,0,2,0,2,6,54
6,20,abs_ret_ge,FR,MLSML.PA,2025,255,2025-01-02,2025-12-31,0.0049999998882412,0.0189999993890523,0.0215784314252873,0.050000000745058,255,1.0,255,35,27,62,58,34,254,26,14,40,35,27,223,16,4,20,19,20,152,7,1,8,7,9,3,1,0,1,2,1
7,20,abs_ret_ge,FR,ALVER.PA,2025,255,2025-01-02,2025-12-31,0.7599999904632568,3.8000009059906006,4.115922518337475,15.20000457763672,50,0.196078431372549,0,26,36,62,66,187,0,8,9,17,32,136,0,5,4,9,13,91,0,4,2,6,5,48,0,0,0,0,1,16
8,20,abs_ret_ge,FR,MLSEQ.PA,2025,255,2025-01-02,2025-12-31,0.003000000026077,0.0070000002160668,0.0070274509270401,0.0104999998584389,255,1.0,255,35,45,80,81,25,255,15,19,34,31,12,255,7,7,14,12,6,255,0,1,1,0,2,239,0,0,0,0,1
9,20,abs_ret_ge,FR,MLGEQ.PA,2025,255,2025-01-02,2025-12-31,0.0109999999403953,0.0160000007599592,0.016368627464216,0.0344999991357326,255,1.0,255,20,18,38,36,9,255,18,14,32,29,6,250,18,8,26,24,5,215,5,2,7,6,2,0,2,0,2,1,1
10,20,abs_ret_ge,FR,ALMEX.PA,2025,255,2025-01-02,2025-12-31,1.100000023841858,6.5,17.8636470747929,84.0,0,0.0,0,13,5,18,52,91,0,0,3,3,24,40,0,0,3,3,14,16,0,0,0,0,3,3,0,0,0,0,0,0
1,20,abs_ret_ge,HK,0352.HK,2025,246,2025-01-02,2025-12-31,0.0410000011324882,0.1000000014901161,0.2244634198221733,1.340000033378601,242,0.983739837398374,0,4,4,8,25,38,0,1,2,3,19,23,0,1,0,1,10,17,0,0,0,0,7,9,0,0,0,0,2,6
2,20,abs_ret_ge,HK,0515.HK,2025,246,2025-01-02,2025-12-31,0.0719999969005584,0.3100000023841858,0.3481585330110255,2.299999952316284,238,0.967479674796748,0,4,6,10,35,64,0,3,1,4,18,28,0,1,1,2,8,15,0,1,1,2,5,6,0,1,0,1,1,1
3,20,abs_ret_ge,HK,3626.HK,2025,246,2025-01-02,2025-12-31,0.3170206844806671,7.949999809265137,6.307728304853284,17.535207748413086,56,0.2276422764227642,0,8,3,11,40,84,0,3,0,3,18,32,0,3,0,3,12,21,0,0,0,0,8,10,0,0,0,0,0,4
4,20,abs_ret_ge,HK,8286.HK,2025,246,2025-01-02,2025-12-31,0.0460000000894069,0.1080000028014183,0.1088455278668703,0.1689999997615814,246,1.0,0,20,22,42,47,31,0,4,3,7,17,20,0,3,1,4,6,9,0,0,0,0,1,5,0,0,0,0,0,2
5,20,abs_ret_ge,HK,8340.HK,2025,246,2025-01-02,2025-12-31,0.1589999943971634,0.4300000071525574,0.4788821139713613,1.2000000476837158,223,0.9065040650406504,0,13,10,23,38,55,0,6,3,9,17,26,0,1,1,2,4,19,0,0,0,0,2,3,0,0,0,0,0,0
6,20,abs_ret_ge,HK,0379.HK,2025,246,2025-01-02,2025-12-31,0.0289999991655349,0.0750000029802322,0.0784390244360376,0.1700000017881393,246,1.0,0,17,19,36,46,95,0,3,0,3,16,44,0,0,0,0,8,19,0,0,0,0,1,5,0,0,0,0,0,0
7,20,abs_ret_ge,HK,8535.HK,2025,246,2025-01-02,2025-12-31,0.0350000001490116,0.0970000028610229,0.0980243903652923,0.2010000050067901,246,1.0,0,4,14,18,43,70,0,1,3,4,16,33,0,0,0,0,4,15,0,0,0,0,1,5,0,0,0,0,0,0
8,20,abs_ret_ge,HK,6928.HK,2025,246,2025-01-02,2025-12-31,0.0549999997019767,0.210999995470047,0.2014383819802263,0.6000000238418579,246,1.0,0,13,6,19,37,80,0,3,1,4,16,31,0,1,0,1,7,14,0,0,0,0,3,5,0,0,0,0,1,0
9,20,abs_ret_ge,HK,8460.HK,2025,246,2025-01-02,2025-12-31,0.0399999991059303,0.0610000006854534,0.1781097560121518,2.259999990463257,239,0.9715447154471544,0,9,6,15,40,57,0,0,0,0,15,26,0,0,0,0,9,17,0,0,0,0,4,9,0,0,0,0,1,2
10,20,abs_ret_ge,HK,8611.HK,2025,246,2025-01-02,2025-12-31,0.0549999997019767,0.75,0.7899674809863412,1.820000052452088,200,0.8130081300813008,0,6,1,7,39,79,0,0,0,0,15,32,0,0,0,0,4,12,0,0,0,0,1,4,0,0,0,0,1,2
1,20,abs_ret_ge,JP,5721.T,2025,243,2025-01-06,2025-12-30,19.0,122.0,129.35390946502056,422.0,93,0.382716049382716,0,17,5,22,57,110,0,8,0,8,21,35,0,2,0,2,8,18,0,0,0,0,1,1,0,0,0,0,1,0
2,20,abs_ret_ge,JP,6993.T,2025,243,2025-01-06,2025-12-30,19.0,34.0,41.21399176954733,188.0,235,0.9670781893004116,0,9,3,12,26,88,0,4,1,5,16,24,0,3,0,3,8,9,0,0,0,0,1,1,0,0,0,0,0,0
3,20,abs_ret_ge,JP,9610.T,2025,243,2025-01-06,2025-12-30,59.0,125.0,136.69958847736626,303.0,78,0.3209876543209876,0,5,2,7,27,80,0,3,0,3,16,32,0,1,0,1,9,16,0,0,0,0,0,3,0,0,0,0,0,0
4,20,abs_ret_ge,JP,4889.T,2025,243,2025-01-06,2025-12-30,299.0,1765.0,1710.7860082304526,3140.0,0,0.0,0,12,3,15,37,78,0,2,1,3,14,18,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
5,20,abs_ret_ge,JP,3905.T,2025,243,2025-01-06,2025-12-30,603.0,1816.0,1743.6090534979423,4090.0,0,0.0,0,7,9,16,41,87,0,3,1,4,14,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6,20,abs_ret_ge,JP,2134.T,2025,243,2025-01-06,2025-12-30,16.0,31.0,38.8641975308642,104.0,240,0.9876543209876544,0,6,3,9,35,94,0,3,1,4,13,26,0,2,1,3,4,9,0,0,0,0,0,1,0,0,0,0,0,0
7,20,abs_ret_ge,JP,2673.T,2025,243,2025-01-06,2025-12-30,87.0,137.0,157.7366255144033,329.0,40,0.1646090534979424,0,3,0,3,25,51,0,1,0,1,13,24,0,0,0,0,7,15,0,0,0,0,0,5,0,0,0,0,0,0
8,20,abs_ret_ge,JP,7138.T,2025,243,2025-01-06,2025-12-30,115.0,154.0,188.74156380484624,548.0,0,0.0,0,14,0,14,31,52,0,6,0,6,13,16,0,3,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0
9,20,abs_ret_ge,JP,8105.T,2025,243,2025-01-06,2025-12-30,37.0,54.0,237.20987654320987,924.0,144,0.5925925925925926,0,13,6,19,46,78,0,6,3,9,12,24,0,4,0,4,6,6,0,1,0,1,1,3,0,0,0,0,0,0
10,20,abs_ret_ge,JP,6177.T,2025,243,2025-01-06,2025-12-30,72.0,107.0,135.17283950617283,522.0,91,0.3744855967078189,0,6,4,10,30,56,0,4,0,4,11,19,0,2,0,2,6,11,0,0,0,0,0,2,0,0,0,0,0,0
1,20,abs_ret_ge,KR,042940.KQ,2025,239,2025-01-02,2025-12-30,3165.0,10680.0,11685.39748953975,46750.0,0,0.0,0,14,3,17,33,69,0,9,1,10,20,31,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0
2,20,abs_ret_ge,KR,288330.KQ,2025,240,2025-01-02,2025-12-30,680.0,2185.0,2760.054166666667,8960.0,58,0.2416666666666666,0,6,5,11,31,84,0,3,5,8,16,17,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3,20,abs_ret_ge,KR,008500.KS,2025,241,2025-01-02,2025-12-30,2040.2479248046875,2264.578369140625,2646.968261212234,6285.1240234375,0,0.0,0,8,4,12,19,29,0,7,1,8,13,13,0,1,0,1,2,8,0,0,0,0,0,1,0,0,0,0,0,0
