market,year,total_stocks,total_stock_days,stocks_ever_penny,stocks_ever_penny_ratio,stocks_penny_majority_days,stocks_penny_majority_ratio,penny_days_total,penny_day_ratio_all,median_close_median_of_stocks,mean_close_mean_of_stocks,stocks_one_tick_ge_10,stocks_one_tick_ge_10_ratio,days_one_tick_ge_10,days_one_tick_ge_10_ratio,stocks_gap_up_ge_10,stocks_gap_up_ge_10_ratio,days_gap_up_ge_10,days_gap_up_ge_10_ratio,stocks_gap_down_le_10,stocks_gap_down_le_10_ratio,days_gap_down_le_10,days_gap_down_le_10_ratio,stocks_abs_gap_ge_10,stocks_abs_gap_ge_10_ratio,days_abs_gap_ge_10,days_abs_gap_ge_10_ratio,stocks_abs_ret_ge_10,stocks_abs_ret_ge_10_ratio,days_abs_ret_ge_10,days_abs_ret_ge_10_ratio,stocks_range_ge_10,stocks_range_ge_10_ratio,days_range_ge_10,days_range_ge_10_ratio,stocks_one_tick_ge_20,stocks_one_tick_ge_20_ratio,days_one_tick_ge_20,days_one_tick_ge_20_ratio,stocks_gap_up_ge_20,stocks_gap_up_ge_20_ratio,days_gap_up_ge_20,days_gap_up_ge_20_ratio,stocks_gap_down_le_20,stocks_gap_down_le_20_ratio,days_gap_down_le_20,days_gap_down_le_20_ratio,stocks_abs_gap_ge_20,stocks_abs_gap_ge_20_ratio,days_abs_gap_ge_20,days_abs_gap_ge_20_ratio,stocks_abs_ret_ge_20,stocks_abs_ret_ge_20_ratio,days_abs_ret_ge_20,days_abs_ret_ge_20_ratio,stocks_range_ge_20,stocks_range_ge_20_ratio,days_range_ge_20,days_range_ge_20_ratio,stocks_one_tick_ge_30,stocks_one_tick_ge_30_ratio,days_one_tick_ge_30,days_one_tick_ge_30_ratio,stocks_gap_up_ge_30,stocks_gap_up_ge_30_ratio,days_gap_up_ge_30,days_gap_up_ge_30_ratio,stocks_gap_down_le_30,stocks_gap_down_le_30_ratio,days_gap_down_le_30,days_gap_down_le_30_ratio,stocks_abs_gap_ge_30,stocks_abs_gap_ge_30_ratio,days_abs_gap_ge_30,days_abs_gap_ge_30_ratio,stocks_abs_ret_ge_30,stocks_abs_ret_ge_30_ratio,days_abs_ret_ge_30,days_abs_ret_ge_30_ratio,stocks_range_ge_30,stocks_range_ge_30_ratio,days_range_ge_30,days_range_ge_30_ratio,stocks_one_tick_ge_50,stocks_one_tick_ge_50_ratio,days_one_tick_ge_50,days_one_tick_ge_50_ratio,stocks_gap_up_ge_50,stocks_gap_up_ge_50_ratio,days_gap_up_ge_50,days_gap_up_ge_50_ratio,stocks_gap_down_le_50,stocks_gap_down_le_50_ratio,days_gap_down_le_50,days_gap_down_le_50_ratio,stocks_abs_gap_ge_50,stocks_abs_gap_ge_50_ratio,days_abs_gap_ge_50,days_abs_gap_ge_50_ratio,stocks_abs_ret_ge_50,stocks_abs_ret_ge_50_ratio,days_abs_ret_ge_50,days_abs_ret_ge_50_ratio,stocks_range_ge_50,stocks_range_ge_50_ratio,days_range_ge_50,days_range_ge_50_ratio,stocks_one_tick_ge_100,stocks_one_tick_ge_100_ratio,days_one_tick_ge_100,days_one_tick_ge_100_ratio,stocks_gap_up_ge_100,stocks_gap_up_ge_100_ratio,days_gap_up_ge_100,days_gap_up_ge_100_ratio,stocks_gap_down_le_100,stocks_gap_down_le_100_ratio,days_gap_down_le_100,days_gap_down_le_100_ratio,stocks_abs_gap_ge_100,stocks_abs_gap_ge_100_ratio,days_abs_gap_ge_100,days_abs_gap_ge_100_ratio,stocks_abs_ret_ge_100,stocks_abs_ret_ge_100_ratio,days_abs_ret_ge_100,days_abs_ret_ge_100_ratio,stocks_range_ge_100,stocks_range_ge_100_ratio,days_range_ge_100,days_range_ge_100_ratio
ca,2024,1886,466749,1354,0.7179215270413574,1258,0.6670201484623541,312188,0.6688562803562514,0.3000000119209289,10.699511911494348,723,0.38335100742311773,127053,0.2722084032317155,1306,0.6924708377518558,15649,0.033527656192086114,1212,0.6426299045599152,14232,0.03049176323891428,1398,0.7412513255567338,29881,0.06401941943100038,1607,0.852067868504772,41461,0.08882932796856555,1650,0.8748674443266172,51129,0.10954281637453964,458,0.24284199363732767,63603,0.13626810127070438,839,0.44485683987274655,6075,0.01301556082605426,724,0.383881230116649,5680,0.012169281562467193,906,0.48038176033934255,11755,0.025184842388521454,1263,0.6696712619300106,14996,0.03212861730823205,1355,0.7184517497348887,16052,0.03439107528885975,335,0.17762460233297986,41635,0.08920211934037352,585,0.31018027571580065,3603,0.007719352371403045,404,0.2142099681866384,2212,0.004739163876087576,625,0.331389183457052,5815,0.012458516247490621,917,0.48621420996818665,7093,0.015196604599045739,1093,0.5795334040296924,8179,0.017523336954123094,227,0.12036055143160128,23318,0.049958328780565144,356,0.18875927889713678,1856,0.003976441299285055,151,0.08006362672322376,683,0.0014633132583037136,370,0.19618239660657477,2539,0.005439754557588768,548,0.29056203605514314,2862,0.006131775322496674,701,0.37168610816542946,3591,0.007693642621623185,90,0.04772004241781548,7288,0.01561438803296847,147,0.07794273594909862,625,0.0013390494677010555,0,0.0,0,0.0,147,0.07794273594909862,625,0.0013390494677010555,214,0.11346765641569459,702,0.0015040203621218256,277,0.14687168610816542,1104,0.0023652969797471448
ca,2025,2046,480614,1374,0.6715542521994134,1291,0.6309872922776149,315008,0.6554282646780992,0.3600000143051147,12.621717031657436,721,0.35239491691104596,126633,0.2634817129754855,1373,0.6710654936461388,15547,0.03234820458829747,1289,0.6300097751710655,12645,0.026310095003474723,1508,0.7370478983382209,28192,0.05865829959177219,1723,0.8421309872922776,42835,0.08912557686625858,1779,0.8695014662756598,60579,0.12604501741522303,463,0.2262952101661779,65328,0.13592612782815316,829,0.4051808406647116,5577,0.01160390666938541,684,0.3343108504398827,4707,0.009793722197022976,913,0.44623655913978494,10284,0.021397628866408384,1313,0.6417399804496579,14196,0.02953721697661741,1434,0.7008797653958945,17084,0.03554619715613777,341,0.16666666666666666,43262,0.09001402372798128,559,0.2732160312805474,3379,0.007030590036911118,365,0.17839687194525905,1908,0.003969921808353481,608,0.29716520039100686,5287,0.011000511845264599,948,0.4633431085043988,6653,0.013842709534054356,1084,0.5298142717497556,8251,0.017167623082140763,222,0.10850439882697947,27201,0.056596353830724866,336,0.16422287390029325,1845,0.003838839484492753,136,0.06647116324535679,644,0.0013399526439096655,354,0.17302052785923755,2489,0.005178792128402419,546,0.2668621700879765,2795,0.005815477701440241,664,0.32453567937438904,3629,0.0075507579887394045,105,0.051319648093841645,10356,0.021547437236534933,148,0.07233626588465299,692,0.0014398248906606966,0,0.0,0,0.0,148,0.07233626588465299,692,0.0014398248906606966,207,0.10117302052785923,700,0.0014564702651192016,248,0.12121212121212122,1170,0.00243438601455638
cn,2020,3948,903375,1288,0.3262411347517731,831,0.21048632218844984,204186,0.22602573682025737,9.558189392089844,17.27956064214059,0,0.0,0,0.0,1083,0.2743161094224924,2119,0.002345648263456483,1968,0.49848024316109424,2460,0.0027231216272312164,2489,0.6304457953394124,4579,0.005068769890687699,3396,0.8601823708206687,14176,0.015692265116922652,3688,0.9341438703140831,37629,0.041653798256537984,0,0.0,0,0.0,22,0.005572441742654508,22,2.4353120243531202e-05,14,0.0035460992907801418,15,1.6604400166044e-05,35,0.008865248226950355,37,4.09575204095752e-05,275,0.06965552178318135,403,0.00044610488446104884,866,0.2193515704154002,1670,0.0018486232184862321,0,0.0,0,0.0,6,0.001519756838905775,6,6.641760066417601e-06,1,0.00025329280648429586,1,1.1069600110696001e-06,7,0.0017730496453900709,7,7.748720077487201e-06,18,0.004559270516717325,18,1.99252801992528e-05,114,0.028875379939209727,156,0.00017268576172685762,0,0.0,0,0.0,5,0.0012664640324214793,5,5.534800055348001e-06,0,0.0,0,0.0,5,0.0012664640324214793,5,5.534800055348001e-06,8,0.002026342451874367,8,8.855680088556801e-06,39,0.009878419452887538,46,5.0920160509201606e-05,0,0.0,0,0.0,3,0.0007598784194528875,3,3.3208800332088005e-06,0,0.0,0,0.0,3,0.0007598784194528875,3,3.3208800332088005e-06,4,0.0010131712259371835,4,4.4278400442784004e-06,5,0.0012664640324214793,5,5.534800055348001e-06
cn,2021,4431,1018643,1216,0.2744301512074024,794,0.17919205596930715,192943,0.18941179588923696,11.015893936157228,21.12776191548672,0,0.0,0,0.0,911,0.20559693071541413,1501,0.0014735289988739922,407,0.09185285488603025,491,0.0004820138164204731,1184,0.2672083051229971,1992,0.0019555428152944654,3578,0.8074926653125706,15282,0.015002311899262058,4132,0.9325208756488378,46586,0.04573339236611845,0,0.0,0,0.0,29,0.0065447980139923265,29,2.8469247813021834e-05,16,0.003610923042202663,18,1.7670567608082516e-05,45,0.010155721056194989,47,4.613981542110435e-05,523,0.11803204694199955,827,0.0008118644117713468,1135,0.2561498533062514,2432,0.002387490023492038,0,0.0,0,0.0,2,0.0004513653802753329,2,1.9633964008980576e-06,2,0.0004513653802753329,2,1.9633964008980576e-06,4,0.0009027307605506658,4,3.926792801796115e-06,19,0.004287971112615662,22,2.159736040987863e-05,157,0.035432182351613634,198,0.0001943762436889077,0,0.0,0,0.0,2,0.0004513653802753329,2,1.9633964008980576e-06,1,0.00022568269013766644,1,9.816982004490288e-07,3,0.0006770480704129993,3,2.9450946013470863e-06,9,0.002031144211238998,9,8.835283804041258e-06,40,0.009027307605506657,44,4.319472081975726e-05,0,0.0,0,0.0,2,0.0004513653802753329,2,1.9633964008980576e-06,0,0.0,0,0.0,2,0.0004513653802753329,2,1.9633964008980576e-06,2,0.0004513653802753329,2,1.9633964008980576e-06,6,0.0013540961408259986,6,5.890189202694173e-06
cn,2022,4776,1113394,1184,0.24790619765494137,724,0.15159128978224456,177256,0.15920330089797502,11.611039400100708,20.15216064116423,0,0.0,0,0.0,934,0.19556113902847572,1448,0.0013005279353041242,454,0.09505862646566164,547,0.000491290594344859,1220,0.2554438860971524,1995,0.0017918185296489832,3774,0.7902010050251256,15041,0.013509144112506444,4408,0.9229480737018425,45474,0.04084268462017938,0,0.0,0,0.0,41,0.008584589614740368,41,3.68243407095781e-05,18,0.0037688442211055275,18,1.616678372615624e-05,59,0.012353433835845896,59,5.299112443573434e-05,404,0.08458961474036851,555,0.000498475831556484,1057,0.2213149078726968,1821,0.0016355396202961396,0,0.0,0,0.0,2,0.0004187604690117253,2,1.7963093029062487e-06,2,0.0004187604690117253,2,1.7963093029062487e-06,4,0.0008375209380234506,4,3.5926186058124975e-06,10,0.0020938023450586263,11,9.879701165984369e-06,62,0.012981574539363484,73,6.556528955607808e-05,0,0.0,0,0.0,1,0.00020938023450586265,1,8.981546514531244e-07,1,0.00020938023450586265,1,8.981546514531244e-07,2,0.0004187604690117253,2,1.7963093029062487e-06,2,0.0004187604690117253,2,1.7963093029062487e-06,10,0.0020938023450586263,10,8.981546514531244e-06,0,0.0,0,0.0,1,0.00020938023450586265,1,8.981546514531244e-07,0,0.0,0,0.0,1,0.00020938023450586265,1,8.981546514531244e-07,1,0.00020938023450586265,1,8.981546514531244e-07,1,0.00020938023450586265,1,8.981546514531244e-07
cn,2023,4997,1184685,993,0.19871923153892335,686,0.137282369421653,165050,0.13931973478181964,12.822806358337402,20.38673000729273,0,0.0,0,0.0,745,0.14908945367220333,1026,0.0008660530014307601,244,0.04882929757854713,285,0.00024057027817521112,920,0.18411046627976785,1311,0.0011066232796059711,3057,0.6117670602361417,9804,0.008275617569227263,3937,0.7878727236341805,27232,0.022986701106201227,0,0.0,0,0.0,38,0.0076045627376425855,43,3.629656828608448e-05,13,0.002601560936561937,13,1.0973381109746473e-05,51,0.010206123674204523,56,4.726994939583096e-05,377,0.07544526716029618,554,0.000467634856523042,813,0.16269761857114268,1533,0.0012940148647108726,0,0.0,0,0.0,8,0.0016009605763458075,8,6.752849913690137e-06,8,0.0016009605763458075,8,6.752849913690137e-06,16,0.003201921152691615,16,1.3505699827380274e-05,23,0.004602761656994196,24,2.025854974107041e-05,81,0.0162097258355013,101,8.525473016033797e-05,0,0.0,0,0.0,5,0.0010006003602161296,5,4.220531196056336e-06,1,0.00020012007204322593,1,8.441062392112671e-07,6,0.0012007204322593557,6,5.064637435267602e-06,5,0.0010006003602161296,6,5.064637435267602e-06,22,0.004402641584950971,25,2.110265598028168e-05,0,0.0,0,0.0,2,0.00040024014408645187,2,1.6882124784225343e-06,0,0.0,0,0.0,2,0.00040024014408645187,2,1.6882124784225343e-06,2,0.00040024014408645187,2,1.6882124784225343e-06,4,0.0008004802881729037,4,3.3764249568450686e-06
cn,2024,5067,1217145,1501,0.2962305111505822,967,0.1908427077165976,230670,0.18951727197663384,10.979999542236328,17.01347885840405,0,0.0,0,0.0,3185,0.6285770672982041,4830,0.00396830287270621,669,0.1320307874481942,882,0.0007246466115376557,3324,0.6560094730609828,5712,0.004692949484243866,4291,0.8468521807775804,27414,0.022523199783098972,4984,0.9836194987171897,74102,0.060881817696330345,0,0.0,0,0.0,263,0.05190447996842313,297,0.00024401365490553715,66,0.013025458851391355,69,5.669004103866014e-05,320,0.06315373988553384,366,0.0003007036959441973,894,0.17643576080521017,1540,0.0012652559883990814,1771,0.34951647917900136,4734,0.003889429772130683,0,0.0,0,0.0,7,0.001381488059996053,7,5.751163583632189e-06,10,0.0019735543714229325,10,8.215947976617412e-06,17,0.0033550424314189855,17,1.3967111560249601e-05,21,0.0041444641799881585,26,2.136146473920527e-05,165,0.03256364712847839,212,0.00017417809710428914,0,0.0,0,0.0,4,0.0007894217485691731,4,3.2863791906469647e-06,0,0.0,0,0.0,4,0.0007894217485691731,4,3.2863791906469647e-06,3,0.0005920663114268798,4,3.2863791906469647e-06,17,0.0033550424314189855,26,2.136146473920527e-05,0,0.0,0,0.0,1,0.00019735543714229328,1,8.215947976617412e-07,0,0.0,0,0.0,1,0.00019735543714229328,1,8.215947976617412e-07,2,0.00039471087428458656,2,1.6431895953234824e-06,5,0.0009867771857114663,7,5.751163583632189e-06
cn,2025,5177,1243021,1032,0.19934324898589917,610,0.11782885841220785,153171,0.12322478863993448,14.329999923706056,23.316214480426492,0,0.0,0,0.0,1171,0.2261927757388449,1840,0.0014802646133894762,679,0.13115704075719528,836,0.0006725550091269577,1619,0.31272937994977784,2676,0.0021528196225164336,4414,0.8526173459532548,18638,0.014994115143670139,4675,0.9030326443886421,46561,0.03745793514349315,0,0.0,0,0.0,62,0.011976047904191617,74,5.9532381190663716e-05,57,0.011010237589337455,63,5.068297317583532e-05,117,0.022599961367587407,137,0.00011021535436649904,817,0.15781340544717018,1257,0.0010112459886035714,1361,0.2628935677033031,2603,0.0020940917329634818,0,0.0,0,0.0,2,0.00038632412594166504,2,1.6089832754233436e-06,2,0.00038632412594166504,2,1.6089832754233436e-06,3,0.0005794861889124976,4,3.2179665508466873e-06,5,0.0009658103148541626,6,4.826949826270031e-06,80,0.015452965037666602,89,7.15997557563388e-05,0,0.0,0,0.0,2,0.00038632412594166504,2,1.6089832754233436e-06,1,0.00019316206297083252,1,8.044916377116718e-07,2,0.00038632412594166504,3,2.4134749131350156e-06,3,0.0005794861889124976,4,3.2179665508466873e-06,15,0.002897430944562488,15,1.2067374565675077e-05,0,0.0,0,0.0,1,0.00019316206297083252,1,8.044916377116718e-07,0,0.0,0,0.0,1,0.00019316206297083252,1,8.044916377116718e-07,1,0.00019316206297083252,1,8.044916377116718e-07,5,0.0009658103148541626,5,4.0224581885583594e-06
fr,2020,577,146975,91,0.15771230502599654,60,0.10398613518197573,16147,0.10986222146623575,10.439115524291992,571524.2638359581,15,0.025996533795493933,2188,0.014886885524749108,300,0.5199306759098787,1418,0.009647899302602483,232,0.4020797227036395,1092,0.007429835005953393,342,0.5927209705372617,2510,0.017077734308555876,501,0.8682842287694974,5088,0.03461813233543119,462,0.8006932409012132,10062,0.06846062255485627,6,0.010398613518197574,1047,0.007123660486477292,155,0.268630849220104,546,0.0037149175029766966,99,0.17157712305025996,344,0.0023405341044395304,175,0.30329289428076256,890,0.0060554516074162274,258,0.44714038128249567,1404,0.009552645007654363,287,0.49740034662045063,2233,0.015193060044225208,6,0.010398613518197574,678,0.004613029426773261,104,0.18024263431542462,292,0.001986732437489369,72,0.12478336221837089,157,0.0010682088790610648,119,0.20623916811091855,449,0.0030549413165504337,167,0.28942807625649913,657,0.0044701479843510805,155,0.268630849220104,793,0.0053954754209899645,5,0.008665511265164644,495,0.0033679197142371152,54,0.09358752166377816,98,0.000666780064636843,29,0.05025996533795494,39,0.00026535125021262117,63,0.10918544194107452,137,0.0009321313148494642,100,0.1733102253032929,209,0.0014220105460112265,78,0.13518197573656845,242,0.0016465385269603674,3,0.005199306759098787,277,0.0018846742643306685,24,0.0415944540727903,30,0.00020411634631740093,0,0.0,0,0.0,24,0.0415944540727903,30,0.00020411634631740093,36,0.06239168110918544,44,0.00029937064126552134,18,0.03119584055459272,28,0.00019050858989624086
fr,2021,620,153095,75,0.12096774193548387,50,0.08064516129032258,12867,0.0840458538815768,13.469677448272705,331943.02085344086,11,0.017741935483870968,1694,0.011065024984486757,205,0.33064516129032256,1268,0.0082824390084588,164,0.2645161290322581,1000,0.00653189196250694,235,0.3790322580645161,2268,0.01481433097096574,367,0.5919354838709677,3429,0.022397857539436298,372,0.6,4805,0.031385740879845844,4,0.0064516129032258064,873,0.005702341683268559,127,0.20483870967741935,500,0.00326594598125347,87,0.1403225806451613,308,0.0020118227244521375,138,0.22258064516129034,808,0.005277768705705608,183,0.29516129032258065,1036,0.00676704007315719,142,0.22903225806451613,980,0.006401254123256801,3,0.004838709677419355,704,0.004598451941604886,89,0.1435483870967742,258,0.0016852281263267906,61,0.09838709677419355,133,0.0008687416310134231,97,0.15645161290322582,391,0.0025539697573402137,120,0.1935483870967742,469,0.003063457330415755,82,0.13225806451612904,430,0.0028087135438779843,3,0.004838709677419355,603,0.003938730853391685,41,0.06612903225806452,89,0.0005813383846631177,14,0.02258064516129032,18,0.00011757405532512492,47,0.07580645161290323,107,0.0006989124399882426,66,0.1064516129032258,131,0.0008556778470884092,36,0.05806451612903226,154,0.0010059113622260688,3,0.004838709677419355,378,0.0024690551618276233,11,0.017741935483870968,12,7.838270355008329e-05,0,0.0,0,0.0,11,0.017741935483870968,12,7.838270355008329e-05,15,0.024193548387096774,17,0.00011104216336261799,8,0.012903225806451613,24,0.00015676540710016657
fr,2022,637,161190,93,0.14599686028257458,68,0.10675039246467818,17004,0.10549041503815373,12.0,157971.40757068514,16,0.02511773940345369,2287,0.01418822507599727,217,0.34065934065934067,1252,0.007767231217817482,183,0.28728414442700156,1049,0.00650784788138222,255,0.4003139717425432,2301,0.014275079099199702,426,0.6687598116169545,3958,0.024554873131087538,456,0.7158555729984302,7583,0.047043861281717225,7,0.01098901098901099,1034,0.006414789999379614,119,0.18681318681318682,406,0.0025187666728705253,89,0.13971742543171115,253,0.001569576276443948,136,0.21350078492935637,659,0.004088342949314473,193,0.3029827315541601,974,0.006042558471369192,185,0.2904238618524333,1905,0.011818351014330914,6,0.009419152276295133,821,0.005093368074942615,76,0.11930926216640503,193,0.0011973447484335256,46,0.07221350078492936,90,0.0005583472920156337,85,0.13343799058084774,283,0.0017556920404491593,120,0.18838304552590268,401,0.002487747378869657,93,0.14599686028257458,896,0.005558657484955642,4,0.006279434850863423,731,0.004535020782926981,30,0.04709576138147567,83,0.0005149202804144178,18,0.0282574568288854,23,0.00014268875240399528,36,0.0565149136577708,106,0.0006576090328184131,54,0.0847723704866562,142,0.0008809479496246665,41,0.06436420722135008,368,0.0022830200384639245,4,0.006279434850863423,531,0.003294249022892239,14,0.02197802197802198,40,0.0002481543520069483,0,0.0,0,0.0,14,0.02197802197802198,40,0.0002481543520069483,16,0.02511773940345369,33,0.00020472734040573236,16,0.02511773940345369,142,0.0008809479496246665
fr,2023,670,165173,123,0.18358208955223881,90,0.13432835820895522,22776,0.1378917861878152,9.914249897003174,82338.70421204623,30,0.04477611940298507,4158,0.025173605855678592,224,0.33432835820895523,1523,0.009220635333862071,218,0.3253731343283582,1315,0.007961349615251887,278,0.41492537313432837,2838,0.01718198494911396,405,0.6044776119402985,4625,0.028000944464288958,415,0.6194029850746269,8699,0.052665992625913434,17,0.025373134328358207,2283,0.013821871613399284,133,0.19850746268656716,561,0.003396438885289969,110,0.16417910447761194,380,0.0023006181397686063,160,0.23880597014925373,941,0.005697057025058575,225,0.3358208955223881,1419,0.00859099247455698,196,0.29253731343283584,2941,0.017805573550156502,14,0.020895522388059702,1727,0.010455704019422061,82,0.12238805970149254,278,0.001683083796988612,73,0.10895522388059702,195,0.001180580361197048,110,0.16417910447761194,473,0.00286366415818566,140,0.208955223880597,659,0.003989756195019767,109,0.1626865671641791,1655,0.010019797424518535,12,0.01791044776119403,1227,0.007428574888147578,36,0.05373134328358209,129,0.0007809993158688163,25,0.03731343283582089,90,0.0005448832436294067,42,0.0626865671641791,219,0.0013258825594982232,65,0.09701492537313433,267,0.0016164869561005734,58,0.08656716417910448,868,0.005255096171892501,7,0.010447761194029851,408,0.002470137371119977,16,0.023880597014925373,66,0.0003995810453282316,1,0.0014925373134328358,1,6.054258262548964e-06,17,0.025373134328358207,67,0.00040563530359078055,25,0.03731343283582089,77,0.0004661778862162702,24,0.03582089552238806,381,0.0023066723980311554
fr,2024,672,170408,155,0.23065476190476192,127,0.18898809523809523,31471,0.18468029669968547,8.275000095367432,4236.784022903413,44,0.06547619047619048,7105,0.04169405192244496,262,0.3898809523809524,1510,0.00886108633397493,244,0.3630952380952381,1419,0.008327073846298296,320,0.47619047619047616,2929,0.017188160180273228,455,0.6770833333333334,4723,0.027715834937326884,440,0.6547619047619048,9650,0.05662879677010469,29,0.043154761904761904,3935,0.02309163889019295,136,0.20238095238095238,552,0.0032392845406318954,124,0.18452380952380953,459,0.002693535514764565,174,0.25892857142857145,1011,0.00593282005539646,236,0.35119047619047616,1361,0.007986714238768133,223,0.3318452380952381,2910,0.017076663067461622,22,0.03273809523809524,3361,0.019723252429463406,90,0.13392857142857142,344,0.002018684568799587,75,0.11160714285714286,240,0.0014083845828834326,113,0.16815476190476192,584,0.0034270691516830195,152,0.2261904761904762,701,0.004113656635838693,139,0.20684523809523808,1559,0.009148631519646965,19,0.028273809523809524,2906,0.01705318999108023,50,0.0744047619047619,183,0.0010738932444486174,30,0.044642857142857144,92,0.0005398807567719825,61,0.09077380952380952,275,0.0016137740012206,87,0.12946428571428573,290,0.0017017980376508146,76,0.1130952380952381,821,0.004817848927280409,16,0.023809523809523808,1500,0.008802403643021454,20,0.02976190476190476,70,0.0004107788366743345,2,0.002976190476190476,3,1.7604807286042908e-05,22,0.03273809523809524,73,0.00042838364396037743,35,0.052083333333333336,82,0.0004811980658185062,36,0.05357142857142857,338,0.001983474954227501
fr,2025,688,173149,171,0.24854651162790697,136,0.19767441860465115,34911,0.20162403479084487,7.295000076293945,98.81555331694379,56,0.08139534883720931,8644,0.049922321237777866,322,0.4680232558139535,1731,0.009997170067398599,266,0.3866279069767442,1443,0.00833386274249346,369,0.5363372093023255,3174,0.018331032809892057,471,0.684593023255814,5299,0.030603699703723383,502,0.7296511627906976,10645,0.061478841922275033,34,0.04941860465116279,5668,0.03273481221375809,145,0.21075581395348839,581,0.003355491513089882,121,0.17587209302325582,416,0.002402555024862979,185,0.2688953488372093,997,0.005758046537952861,255,0.3706395348837209,1475,0.00851867466748292,248,0.36046511627906974,3201,0.018486967871601916,27,0.03924418604651163,4929,0.028466811821032754,82,0.11918604651162791,320,0.0018481192498945994,66,0.09593023255813954,179,0.0010337917054097916,111,0.1613372093023256,499,0.002881910955304391,157,0.22819767441860464,681,0.003933028778681944,147,0.2136627906976744,1589,0.009177067150257871,22,0.03197674418604651,3550,0.020502572928518214,38,0.055232558139534885,126,0.0007276969546459985,24,0.03488372093023256,58,0.00033497161404339614,50,0.07267441860465117,184,0.0010626685686893947,81,0.11773255813953488,230,0.0013283357108617433,76,0.11046511627906977,644,0.0037193399904128814,17,0.024709302325581394,2161,0.012480580309444466,15,0.02180232558139535,32,0.00018481192498945995,3,0.00436046511627907,4,2.3101490623682494e-05,18,0.02616279069767442,36,0.00020791341561314243,35,0.050872093023255814,53,0.000306094750763793,33,0.04796511627906977,194,0.001120422295248601
hk,2020,2186,525234,1266,0.5791399817017383,1109,0.5073193046660567,267662,0.5096052426156723,0.9668765664100647,6.214401260619008,5,0.0022872827081427266,627,0.0011937536412341928,1196,0.5471180237877402,4956,0.009435794331669313,1113,0.5091491308325709,7798,0.014846715939942958,1407,0.6436413540713632,12754,0.02428251027161227,1868,0.8545288197621226,19016,0.03620481537752697,2063,0.9437328453796889,50736,0.09659694536149602,0,0.0,0,0.0,490,0.22415370539798718,931,0.0017725432854689529,344,0.15736505032021958,680,0.001294661046314595,618,0.282708142726441,1611,0.0030672043317835477,1035,0.47346752058554437,3540,0.006739853094049509,1482,0.6779505946935042,12060,0.022961194439050023,0,0.0,0,0.0,233,0.10658737419945105,347,0.0006606579162811243,103,0.04711802378774017,128,0.00024370090283568847,290,0.13266239707227814,475,0.0009043588191168126,618,0.282708142726441,1282,0.0024408168549636925,1063,0.48627630375114367,4768,0.009077858630629395,0,0.0,0,0.0,99,0.04528819762122598,125,0.00023798916292547704,27,0.012351326623970723,28,5.330957249530685e-05,120,0.05489478499542543,153,0.0002912987354207839,274,0.1253430924062214,387,0.0007368144484172769,624,0.28545288197621227,1483,0.002823503428947859,0,0.0,0,0.0,30,0.013723696248856358,35,6.663696561913357e-05,1,0.0004574565416285453,1,1.9039133034038162e-06,31,0.014181152790484904,36,6.854087892253739e-05,63,0.028819762122598354,68,0.0001294661046314595,283,0.12946020128087832,377,0.0007177753153832388
hk,2021,2276,551769,1252,0.5500878734622144,1055,0.46353251318101935,260838,0.4727304361064141,1.149999976158142,8.291308543016042,3,0.0013181019332161687,255,0.00046214992143451335,1215,0.5338312829525483,4343,0.00787104748545134,941,0.4134446397188049,4609,0.008353133285849695,1364,0.5992970123022847,8952,0.016224180771301035,1929,0.8475395430579965,18973,0.03438576650736087,2111,0.9275043936731108,54556,0.09887471025012279,0,0.0,0,0.0,302,0.13268892794376097,472,0.0008554304428121188,149,0.06546572934973638,255,0.00046214992143451335,362,0.15905096660808435,727,0.0013175803642466323,1136,0.4991212653778559,3657,0.006627773579160844,1587,0.6972759226713533,11873,0.021518062812517558,0,0.0,0,0.0,132,0.05799648506151142,160,0.00028997642129224366,47,0.020650263620386643,55,9.967939481920876e-05,160,0.070298769771529,215,0.00038965581611145243,657,0.28866432337434095,1302,0.002359683128265633,1080,0.47451669595782076,4391,0.007958040411839012,0,0.0,0,0.0,50,0.021968365553602813,52,9.424233691997919e-05,12,0.005272407732864675,12,2.1748231596918275e-05,61,0.02680140597539543,64,0.00011599056851689746,264,0.11599297012302284,357,0.0006470098900083187,591,0.2596660808435852,1224,0.002218319622885664,0,0.0,0,0.0,16,0.007029876977152899,16,2.8997642129224366e-05,0,0.0,0,0.0,16,0.007029876977152899,16,2.8997642129224366e-05,52,0.022847100175746926,54,9.786704218613224e-05,208,0.0913884007029877,269,0.0004875228582975847
